Sort,X2,X3,X4,X5,X6,FROM,DATE,SUBJECT,TYPE,CERTAINTY,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES
430,936148,2/8/12,Congressman Mike Quigley,Writes to commend DHS on Homeland Security Grant Program Funds Awarded for Project Shield report and to encourage DHS that mismanagement of funds are not occuring in other areas .,,,,,,,,,,,
431,935801,2/3/12,Congressman Charles Rangel,Invites S1 to join him at an event in his district.,,,,,,,,,,,
432,936827,2/13/12,Senator Harry Reid,Writes on behalf of constituent requesting answers to questions regarding UASI Relative Risk Profile for the Las Vegas Urban Area.,,,,,,,,,,,
433,,,,,,,,,,,,,,,
434,936729,2/10/12,Congressman Jim Renacci,Re the status of an I-129F petition.,,,,,,,,,,,
435,935812,2/3/12,Congressman Silvestre Reyes,Dispute with USCIS and the way its was handled,,,,,,,,,,,
436,936809,2/13/12,Senator Jim Risch,RE: Status of 1-601 waiver.,,,,,,,,,,,
437,935392,2/1/12,Congressman Harold Rogers,Constituent fled Forms 1-212 and 1-612 for husband,,,,,,,,,,,
438,936135,2/8/12,Congressman Harold Rogers,Announces that candidates are being considered for the Professional Development Program in the House Appropriation Committee’s Surveys and Investigations Division.,,,,,,,,,,,
439,936723,2/10/12,Congressman Tom Rooney,Form 1-601 case,,,,,,,,,,,
440,936688,2/9/12,Congressman Steven R. Rothman,Writes in suppport of Bergen County continuing to receive allocations under the Nonprofit Security Grant Program.,,,,,,,,,,,
441,935466,2/2/12,Congressman Timothy Ryan,Constituent wants to obtain a copy of fiance petition approval letter,,,,,,,,,,,
442,,,,,,,,,,,,,,,
443,,,,,,,,,,,,,,,
444,936006,2/7/12,Congressman Timothy Ryan,Constituent filed for his wife Form T-130,,,,,,,,,,,
445,936739,2/10/12,Congressman Timothy Ryan,Re 1-130 cases.,,,,,,,,,,,
446,937587,2/17/12,Congressman Loretta Sanchez,Form 1-730 case. Form 1-130 case,,,,,,,,,,,
447,936741,2/10/12,Congressman Janice D. Schakowsky,"Re an 1-601 waiver of 'b),l5t",,,,,,,,,,,
448,938090,2/23/12,Congressman Janice D. Schakowsky,Humanitanian Parole for her brother,,,,,,,,,,,
449,938582,2/29/12,Congressman Janice D. Schakowsky,Form N-400,,,,,,,,,,,
450,938222,2/24/12,Congressman Bobby Schilling,Applicant would like a copy of his receipt for his N-400.,,,,,,,,,,,
451,,,,,,,,,,,,,,,
452,935755,2/3/12,Senator Charles E. Schumer,Writes in support of Syosset Fire District FEMA's Assistance to Firefighters Grant Program application.,,,,,,,,,,,
453,935757,2/3/12,Senator Charles E. Schumer,Writes in support of Board of Fire Commissioners FEMA's Assistance to Firefighters Grant Program application.,,,,,,,,,,,
454,935758,2/3/12,Senator Charles E. Schumer,Writes in support of Levittown Fire District Board of Commissioners FEMA's Assistance to Firefighters Grant Program application.,,,,,,,,,,,
455,935760,2/3/12,Senator Charles E. Schumer,Writes in support of Melville Fire Department FEMA's Assistance to Firefighters Grant Program application.,,,,,,,,,,,
456,935774,2/3/12,Senator Charles E. Schumer,Writes in support of Lindenhurst Fire Department FEMA's Assistance to Firefighters Grant Program application.,,,,,,,,,,,
457,936173,2/8/12,Senator Charles E. Schumer,"Requests funding under the Assistance to Firefighters Grant Program to purchase self-contained breathing apparatus and personal protective equipment for Smithtownand its regional partners (halesite, Centerport, Melville, and Kings Park).",,,,,,,,,,,
458,936187,2/8/12,Senator Charles E. Schumer,Requests funding under the Assistance to Firefighters Program in order to purchase a vehicle exhaust system for Kings Park fire district.,,,,,,,,,,,
459,936188,2/8/12,Senator Charles E. Schumer,"Request for funding under the Assistance to Firefighters Program to purchase a vehicle exhaust system for the Plandrome Fire Department in the Town of North hampstead, Nassau County, NY.",,,,,,,,,,,
460,,,,,,,,,,,,,,,
461,936189,2/8/12,Senator Charles E. Schumer,Requests funding under the Assistance to Firefighters Grant Program to purchase a driving simulator for the Vigilant Engine and Hook and Ladder Co. on the peninsula of Great Neck in NY.,,,,,,,,,,,
462,936190,2/8/12,Senator Charles E. Schumer,Writes in support of South Hempstead Fire District Assistance to Firefighters Program application.,,,,,,,,,,,
463,936200,2/8/12,Senator Charles E. Schumer,Writes in support of application submitted by the South Hempstead Fire District for funding under the Assistance to Firefighters Program. (Application No. 2011 EMW-F0-5960),,,,,,,,,,,
464,936534,2/9/12,Senator Charles E. Schumer,Writes in support of application submitted by the Fairview Fire District for funding under the FEMA Assistance to Firefighter's Grant Program.,,,,,,,,,,,
465,936535,2/9/12,Senator Charles E. Schumer,Writes in support of funding under the Assistance to Firefighters Grant Program for the Virgil Fire District for new breathing apparatus.,,,,,,,,,,,
466,936561,2/9/12,Senator Charles E. Schumer,Writes in support of application submitted by the Sanborn Volunteer Fire Company for funding under the FEMA Assistance to Firefighter's Grant Program.,,,,,,,,,,,
467,936537,2/9/12,Senator Charles E. Schumer,Writes in support of application submitted by the Cambria Volunteer Fire Company for funding under the FEMA Assistance to Firefighter's Grant Program.,,,,,,,,,,,
468,936539,2/9/12,Senator Charles E. Schumer,Writes in support of funding under the Assistance to Firefighters Grant Program for the Medina Fire Department to purchase a critical emergency response vehicle.,,,,,,,,,,,
469,,,,,,,,,,,,,,,
470,,,,,,,,,,,,,,,
471,936543,2/9/12,Senator Charles E. Schumer,Writes in support of application submitted by the Pekin Volunteer Fire Department for funding under the FEMA Assistance to Firefighter's Grant Program.,,,,,,,,,,,
472,936564,2/9/12,Senator Charles E. Schumer,Writes in support of application submitted by the Richmondville Fire Department for funding under the FEMA Assistance to Firefighter's Grant Program.,,,,,,,,,,,
473,936545,2/9/12,Senator Charles E. Schumer,Writes in support of funding under the Assistance to Firefighters Grant Program for the Sanborn Volunteer Fire Company to purchase a critical fire safety vehicle.,,,,,,,,,,,
474,936566,2/9/12,Senator Charles E. Schumer,Writes in support of funding under the Assistance to Firefighters Grant Program for the Bellmore Fire District to purchase personal fire protective equipment.,,,,,,,,,,,
475,936567,2/9/12,Senator Charles E. Schumer,"Writes in support of funding under the Assistance to Firefighters Grant Program for the Red Creek Fire Department to purchase a new ""Jaws of Life.""",,,,,,,,,,,
476,936588,2/9/12,Senator Charles E. Schumer,Writes in support of application submitted by the Kenoza Lake Fire District for funding under the FEMA Assistance to Firefighter's Grant Program.,,,,,,,,,,,
477,936590,2/9/12,Senator Charles E. Schumer,Writes in support of application submitted by the Village of Lynbrook for funding under the FEMA Assistance to Firefighter's Grant Program.,,,,,,,,,,,
478,,,,,,,,,,,,,,,
479,936570,2/9/12,Senator Charles E. Schumer,Writes in support of funding under the Assistance to Firefighters Grant Program for the Fair Haven Fire Department to purchase a critical fire safety vehicle.,,,,,,,,,,,
480,936657,2/9/12,Senator Charles E. Schumer,Writes in support of funding under the Assistance to Firefighters Grant Program for Richmondville Fire Department to purchase a Rescue Truck with EMS support. (EMW-201 l-FV-04613),,,,,,,,,,,
481,936822,2/10/12,Senator Charles E. Schumer,Senator Schumer wrote in support of the Village of Lynbrook for funding under the FEMA Assistance to Firefighter's Grant Program.,,,,,,,,,,,
482,936852,2/13/12,Senator Charles E. Schumer,Request that the FY 2012 Consolidated Appropriations bill provide New York with funds that match FY 2011 apportionments.,,,,,,,,,,,
483,936948,2/13/12,Senator Charles E. Schumer,"Writes in support of application submitted by the Utica, NY Fire Department.",,,,,,,,,,,
484,937014,2/10/12,Senator Charles E. Schumer,Extends an invitation to the Secretary to visit a privately owned facility specializing in homeland security.,,,,,,,,,,,
485,937282,2/15/12,Senator Charles E. Schumer,"Writes to urge reexamination of policy and request approval of Ononadaga County's request to utilitize Homeland Security Grant funding to bring its radios online with Cayagu, Cortland, Madison, and Oswego counties.",,,,,,,,,,,
486,,,,,,,,,,,,,,,
487,937754,2/21/12,Senator Charles E. Schumer,Writes on behalf of constituent Lakeram Prasad who has repeatedly requested records from GSA.,,,,,,,,,,,
488,938138,2/24/12,Senator Charles E. Schumer,Writes on behalf of LaGrange Fire District's grant application,,,,,,,,,,,
489,938151,2/24/12,Senator Charles E. Schumer,Writes in support of Angelica Fire Department's grant application,,,,,,,,,,,
490,938142,2/24/12,Senator Charles E. Schumer,"Writes in support of the Irondequoit Ambulance Service Inc's, grant application",,,,,,,,,,,
491,938145,2/24/12,Senator Charles E. Schumer,Writes in support of the application submitted by the Horicon Fire Department for funding under the FEMA Assistance to Firefighters Grant Program.,,,,,,,,,,,
492,938185,2/24/12,Senator Charles E. Schumer,Writes in support of the Kuyahoora Ambulance Corps' grant application.,,,,,,,,,,,
493,938187,2/24/12,Senator Charles E. Schumer,Writes in support of the Port Henry Fire Department grant application,,,,,,,,,,,
494,938210,2/24/12,Senator Charles E. Schumer,Writes in support of the Sentinel Heights Volunteer Fire Department grant application,,,,,,,,,,,
495,938215,2/24/12,Senator Charles E. Schumer,Writes in support of the Fort Plain Volunteer Fire Department grant application,,,,,,,,,,,
496,938446,2/28/12,Senator Charles E. Schumer,Writes in support of the Wolcott Fire Department's FEMA grant application.,,,,,,,,,,,
497,,,,,,,,,,,,,,,
498,938464,2Z28Z2012,Senator Charles E. Schumer,Writes in support of the Rochester Fire Department's FEMA grant application.,,,,,,,,,,,
499,938465,2Z28Z2012,Senator Charles E. Schumer,Writes in support of the Rochester Fire Department's FEMA grant application,,,,,,,,,,,
500,937091,2Z14Z2012,Congressman Tim Scott,"Writes on behalf of Delfin Group, USA a manufacturer of automotive fluids whose shipments have been placed on hold.",,,,,,,,,,,
501,937241,2Z15Z2012,Senator Jeff Sessions,Expresses concern over DHS's decision to suspend the implementation of Secure Communities in the 30 remaining counties in Alabama.,,,,,,,,,,,
502,938518,2Z28Z2012,Senator Jeff Sessions,Requests information regarding funds for FY 2011.,,,,,,,,,,,
503,936215,2Z8Z2012,Senator Jeanne Shaheen,Writes in support of Mount Vernon Fire Department application for FEMA Assistance to Firefighters Grant (AFG) program.,,,,,,,,,,,
504,935769,2Z2Z2012,Senator Richard C. Shelby,Writes to request declaration of an expedited major disaster for the State of Alabama.,,,,,,,,,,,
505,935974,2Z6Z2012,Senator Richard C. Shelby,Complains about Federal Protective Service officers who were conducting a random training operation at the Social Security Administration office in Leesburg.,,,,,,,,,,,
506,936696,2Z10Z2012,Senator Richard C. Shelby,Wife and husband filed a Form 1-130 for siblings,,,,,,,,,,,
507,936955,2Z13Z2012,Senator Richard C. Shelby,Husband filing Form 1-130 for his wife,,,,,,,,,,,
508,,,,,,,,,,,,,,,
509,,,,,,,,,,,,,,,
510,938445,2/28/12,Senator Richard C. Shelby,"Writes on behalf of constituent, 'b)l6!    who complains about border patrol agents.",,,,,,,,,,,
511,935920,2/6/12,fb)C6),xxxxx,,,,,,,,,,,
512,938550,2/29/12,Congressman Christopher H. Smith,Father filed for his son Forms 1-131 and Form 1-134 who is to join later,,,,,,,,,,,
513,937449,2/15/12,Congressman Pete Stark,"Writes on behalf of constituent who has FOIA requests regarding TSA, CBP, and DHS.",,,,,,,,,,,
514,935933,2/6/12,Congressman Cliff Stearns,Re status of 1-485.,,,,,,,,,,,
515,937202,2/14/12,Congressman Bennie G. Thompson,Senior Leadership Vacancy Rates for SES and TSES,,,,,,,,,,,
516,937756,2/21/12,Senator Patrick Toomey,Writes on behalf of constituent who requests information as to why his business was raided by ICE and how to retrieve his seized items.,,,,,,,,,,,
517,935572,2/2/12,Congressman Patrick J. Toomey,Re Immigrant Fraud.,,,,,,,,,,,
518,,,,,,,,,,,,,,,
519,9375SO,2/17/12,Senator Mark Udall,Writes about concerns involving the EB-5 program and newly implemented administrative processes.,,,,,,,,,,,
520,935608,2/2/12,Senator Tom Udall,Constituent filed Foma 1-601 for her husband,,,,,,,,,,,
521,937079,2/14/12,Senator Tom Udall,"Writes in support of Prodentity, which seeks consideration for its Digital Network Authorization security management.",,,,,,,,,,,
522,937268,2/15/12,Congressman Peter .1. Visclosky,Re status an I-130 case,,,,,,,,,,,
523,938486,2/28/12,Senator David Vitter,Writes on behalf of a constituent    ;onceming the problem with the Federal Protective Services.,,,,,,,,,,,
524,936343,2/9/12,Senator Mark R. Warner,"Writes on behalf of constituent,who is requesting a hearing on ICE's practices and an investigation into the EEO complaint filed.",,,,,,,,,,,
525,937903,2/22/12,Senator Mark R. Warner,Re status of 1-131 application.,,,,,,,,,,,
526,935990,2/7/12,Congressman Henry Waxman,Writes on behalf of constituent.who complains he was treated poorly by a Customs Agent.,,,,,,,,,,,
527,,,,,,,,,,,,,,,
528,937243,1/26/12,Congressman Henry Waxman,"Writes, on behalf of constituent, to request a meeting with an official at the Department to discuss Iranian politics and pass along information.",,,,,,,,,,,
529,935332,2/1/12,Congressman Jim Webb,Writes on behalf of constituent requesting an investigation by OIG on TSA criminal acts.,,,,,,,,,,,
530,935791,2Z3Z2012,Congressman Jim Webb,Answering Jim Webb's letter,,,,,,,,,,,
531,937927,2/22/12,Congressman Jim Webb,Writes on behalf of constituent whose car was hit by an ICE vehicle and is now seeking damages to get her car fixed.,,,,,,,,,,,
532,935875,2/6/12,Congressman Allen West,Writes on behalf of constituent requesting information on client's ability to return back to the United States to work.,,,,,,,,,,,
533,938012,2/23/12,Congressman Robert Wittman,Received form as requested,,,,,,,,,,,
534,936798,2/10/12,Congressman Frank R. Wolf,Writes to have a meeting with    in the Office of Small and Disadvantage Business Utilization.,,,,,,,,,,,
535,938193,2Z24Z2012,Congressman Rob Woodall,Writes on behalf of constituent who requests to be removed from the no fly list.,,,,,,,,,,,
536,,,,,,,,,,,,,,,
537,938475,2/28/12,Senator Ron Wyden,"Writes concerning constituent    concern about spot drill iby DHS at social security office in Leesburg, Florida.",,,,,,,,,,,
538,935613,2/2/12,,FY 2012 Expenditure Plan - DHS Consolidated Headquarters.,,,,,,,,,,,
539,936039,2/7/12,,Letter from Cong Jim Moran regarding BIO Watch,,,,,,,,,,,
540,937992,2/23/12,,"PLCY has been assigned QFRs 1,2. 3, 14 B, 43, 44. 72 (coordinate with CBP and TSA). 73 (in relation to 72, coordinate with CBP), 79, and 80.",,,,,,,,,,,
541,937985,2/23/12,,"OCPO/PARM have been assigned QFRs 5, 6, 7, 8, 18, 19,",,,,,,,,,,,
542,938015,2/23/12,,"OCHCO has been assigned QFRs # 9 (part of the response), 10, 12, and 83.",,,,,,,,,,,
543,938018,2/23/12,,Other Transaction Report to Congress,,,,,,,,,,,
544,938019,,,"OCIO has been assigned QFRs 28, 29, 30, 74 (coordinate with PLCY and FEMA), 75, 77, 78.",,,,,,,,,,,
545,938022,2/23/12,,MGMT has been assigned QFR number 76. Specifically this has been tasked to Brad Golson.,,,,,,,,,,,
546,,,,,,,,,,,,,,,
547,Policy Congressional Report Opened Between 03/01/2012 and 03/31/2012 WF#    Receive Date Congressman Name    Subject of Request,,,,,,,,,,,,,,
548,939615,3/12/12,Congressman Gary L. Ackerman,Constituent inquiry on his son's Form 1-730,,,,,,,,,,,
549,940395,3/19/12,Congressman Gary L. Ackerman,Form 1-730,,,,,,,,,,,
550,940434,3/19/12,Congressman Gary L. Ackerman,Form 1-730 for mother who filed for her daughter,,,,,,,,,,,
551,940469,3/19/12,Congressman Gary L. Ackerman,Form 1-730 mother filed for son,,,,,,,,,,,
552,940897,3/22/12,Congressman Gary L. Ackerman,Husband filed Form 1-730 for his wife,,,,,,,,,,,
553,941022,3/23/12,Congressman Gary L. Ackerman,Re an 1-730 petition.,,,,,,,,,,,
554,941424,3/28/12,Congressman Gary L. Ackerman,"Re an 1-730 case for ,bk6>",,,,,,,,,,,
555,,,,,,,,,,,,,,,
556,939289,3/7/12,Congressman Robert B. Aderholt,"Express condolences to the families, friends, and colleagues of Lieutenant Commander Dale Taylor, Lieutenant Junior Grade John Cameron, Chief Petty Officer Fernando Jorge, and Petty Officer Andrew Knight,",,,,,,,,,,,
557,941733,3/30/12,Congressman Eighth Congressional Dist Of Az,Constituent is concern with denial of H-1B visa,,,,,,,,,,,
558,941156,3/26/12,Congressman Spencer Bachus,Writes to complain of DHS Chevrolet surburbans parking illegally.,,,,,,,,,,,
559,939064,3/5/12,Senator John Barrasso,H-2A Employers and the rules on limits,,,,,,,,,,,
560,941189,3/26/12,Congressman Roscoe G. Bartlett,Extension of humanitarian parole,,,,,,,,,,,
561,940743,3/21/12,Senator Max Baucus,"lbl(0    is trying to get proof of naturalization, in order to get Medicare card.",,,,,,,,,,,
562,939499,3/16/12,Congressman Rand Beers,Draft Letters from S I to Members of Congress Regarding Certification of Federal Protective Service Funding.,,,,,,,,,,,
563,,,,,,,,,,,,,,,
564,,,,,,,,,,,,,,,
565,939354,3/7/12,Congressman Howard L. Berman,Express concern over the esclation of violence in Syria and support granting Temporary Protected Status (TPS) to affected Syrian nationals.,,,,,,,,,,,
566,938960,3/2/12,Congressman Gus M. Bilirakis,Denial of Form 1-485,,,,,,,,,,,
567,941107,3/26/12,Congressman Jeff Bingaman,Constituent needs a letter to the USCIS and to consul confirming how difficulty to maintaining 2 households,,,,,,,,,,,
568,940569,3/20/12,Congressman Sanford D. Bishop,Writes concerning FEMA's denial of disaster assistance for Withlacoochee Pollution Control Plant (WPCP).,,,,,,,,,,,
569,940523,3/20/12,Congressman Timothy H. Bishop,Writes on behalf of constituent who requests an update on her pending background check.,,,,,,,,,,,
570,939016,3/5/12,Congressman Earl Blumenauer,Re an 1-601 case.,,,,,,,,,,,
571,941612,3/30/12,Senator Roy Blunt,"Requests the status of(b,fo1    submission to confirm that mattress innerspring units it contends were produced in China were in fact entered into the United States under a false country of origin, and thus under the wrong rate of duty.",,,,,,,,,,,
572,,,,,,,,,,,,,,,
573,939871,3/14/12,Congressman John A. Boehner,Writes SI recommending The Honorable Wilson Livingood for appointment as a member of the Homeland Security Advisory Council.,,,,,,,,,,,
574,941167,3/26/12,Congressman Madeleine Z. Bordallo,Requests assistance to clarify the Department of Homeland Security’s polices and regulations regarding obtaining firearms identification on Guam.,,,,,,,,,,,
575,939574,3/9/12,Congressman Rafael Borras,FY 2011 DHS Acquisition of End Products Manufactured Outside the United States Report to Congress,,,,,,,,,,,
576,939367,3/8/12,Congressman Charles W. Boustany,Status of Fonns 1-601 and 1-212,,,,,,,,,,,
577,940682,3/21/12,Congressman Charles W. Boustany,"Requests a wage determination on behalf of his constituent, (C>tlb) (b)(6)",,,,,,,,,,,
578,939385,3/8/12,Senator Barbara Boxer,the Senator is rquesting information regarding the U Non-Immigrant Visa Program.,,,,,,,,,,,
579,940223,3/16/12,Senator Barbara Boxer,Writes on behalf of constituents who believe that the Association of Commercial Diving Educators should have the endorsement of a government entity.,,,,,,,,,,,
580,941570,3/29/12,Senator Barbara Boxer,Writes to support the Staffing for Adequate Fire and Emergency Response grant program in the City of Redding.,,,,,,,,,,,
581,939350,3/7/12,Congressman Mo Brooks,Writes on behalf of constituent regarding tornado damage,,,,,,,,,,,
582,,,,,,,,,,,,,,,
583,939506,3/9/12,Congressman Mo Brooks,Writes with a constituent question regarding federal tax assistance to build a storm shelter.,,,,,,,,,,,
584,938821,3/1/12,Congressman Scotl P. Brown,Requests the full and immediate activiation on the Secure Communities program in Massachusetts due to violent crimes caused by illegal immigrants.,,,,,,,,,,,
585,939921,3/14/12,Congressman Scott P. Brown,Re status of I-290B appeal.,,,,,,,,,,,
586,941050,3/23/12,Congressman Scott P. Brown,Re a humanitarian parole visa for *b>{6’    ^nd wife. (1- 131 visa).,,,,,,,,,,,
587,941116,3/26/12,Congressman Scott P. Brown,Status of Form 1-601,,,,,,,,,,,
588,940901,3/22/12,Senator Sherrod Brown,Writes on behalf of constituent|(b)(6’    who has concerns about his inability to work for Federal Protective Services due to issues with an HSPD-12 requirement which has not been identified so the problem can be addressed.,,,,,,,,,,,
589,939151,3/6/12,Senator Richard M. Burr,Writes on behalf of constituent who was stopped by immigration at Miami International Airport.,,,,,,,,,,,
590,941375,3/28/12,Congressman Eric Cantor,Re the reinstatement of several 1-130 cases.,,,,,,,,,,,
591,,,,,,,,,,,,,,,
592,,,,,,,,,,,,,,,
593,939285,3/7/12,Senator Maria Cantwell,Re an 1-601 case.,,,,,,,,,,,
594,939810,3/13/12,Congressman Lois Capps,Writes on behalf of constituent who applied for a job with ICE as an Attorney.,,,,,,,,,,,
595,939476,3/8/12,Congressman Steve Chaboi,Re:    and a problem he is having in obtaining an K-l visa(I-129F).,,,,,,,,,,,
596,940896,3/22/12,Senator Saxby Chambliss,Writes in support of the City of Douglas Fire Department's application for a grant to hire five firefighters.,,,,,,,,,,,
597,939895,3/13/12,Congressman Ben Chandler,Representative Chandler writes on behalf of some of his constituents who thinks Custom Border Patrol (CBP) policies are being applied unfairly among its employees,,,,,,,,,,,
598,938983,3/2/12,Congressman Hansen Clarke,Father in failing health,,,,,,,,,,,
599,941440,3/28/12,Congressman William Lacy Clay,Constituent work authorization expiring,,,,,,,,,,,
600,,,,,,,,,,,,,,,
601,939591,3/9/12,Congressman Emanuel Cleaver,"Writes in concern over the comprehensive reassessment of the National Bio and Agro-Defense Facility project, and urges moving ahead with construction of the facility.",,,,,,,,,,,
602,940021,3/15/12,Congressman Alan Cohn,Secretary Response to Chairman McCaul,,,,,,,,,,,
603,941491,3/29/12,Congressman Kent Conrad,Writes SI encouraging her to consider selecting a representative from the Educational Commission for Foreign Medical Graduates (ECFMG) for the Homeland Security Academic Advisory Counsil (HSAAC).,,,,,,,,,,,
604,939519,3/9/12,Congressman Jim Cooper,Constituent is seeking help with his case,,,,,,,,,,,
605,939828,3/13/12,Congressman Jim Cooper,"Writes on behalf of constituent,|(b}f0)    who is requesting the status of her husbands DHS TRIP.",,,,,,,,,,,
606,940908,3/22/12,Congressman Jim Cooper,Constituent<b)i6t    writes regarding the problem he's encountering reentering the United States,,,,,,,,,,,
607,940715,3/21/12,Senator Bob Corker,Constituent is seeking humanitarian parole for herself and daughter,,,,,,,,,,,
608,939183,3/6/12,Congressman Joe Courtney,"Letter of recommendation for ,b)<ti)",,,,,,,,,,,
609,940991,3/23/12,Congressman Joseph Crowley,"Re the status of an I-730foi(b,(Sl",,,,,,,,,,,
610,,,,,,,,,,,,,,,
611,,,,,,,,,,,,,,,
612,941051,3/23/12,Congressman Henry Cuellar,Form 1-601,,,,,,,,,,,
613,940467,3/19/12,Congressman Elijah E. Cummings,Requests assistance to help his constituents recieve information regarding TSA's policies when detaining travellers.,,,,,,,,,,,
614,939236,3/6/12,Congressman Rosa L. DeLauro,Writes on behalf of constituent in regards to security at Giaimo Federal Building.,,,,,,,,,,,
615,939601,3/12/12,Congressman Rosa L. DeLauro,Writes on behalf of constituent in regards to a CRADA with CBP.,,,,,,,,,,,
616,941140,3/26/12,Congressman Rosa L. DeLauro,Writes on behalf of constituent who writes to follow up on his TRIP.,,,,,,,,,,,
617,939394,3/7/12,Congressman Ted Deutch,Unsolicited Proposal - Writes concerning constiuent Ferenc Ledniczky with concerns of timeliness regarding cyber security issues.,,,,,,,,,,,
618,939383,3/8/12,Congressman Ted Deutch,Constituent wants Congressman Deutch to intervene on his behalf to ask immigration to review and reconsider his case,,,,,,,,,,,
619,939621,3/12/12,Congressman Ted Deutch,Constituent's wife needs information on citizenship papers to verify information needed on Canadian pension papers,,,,,,,,,,,
620,,,,,,,,,,,,,,,
621,939381,3/7/12,Congressman Theodore E. Deutch,"Writes on behalf of constituent, who is requesting that ICE not deport (b)fti)",,,,,,,,,,,
622,939317,3/7/12,Congressman Mario Diaz-Balart,Re Asylum and refugee applications submitted by Venezuelan Nationals.,,,,,,,,,,,
623,939399,3/8/12,Congressman Mario Diaz-Balart,Writes to express concern about processing times for asylum and refugee applications subitted by Venezuelan nationals. Requests asylum process be reviewed.,,,,,,,,,,,
624,939246,3/7/12,Senator Richard J. Durbin,Request that the President designates Syrian nationals in the U.S. temporary protected status.,,,,,,,,,,,
625,939498,3/9/12,Congressman Eliot L. Engel,"Request to expedite asylum applications forand his family, who are from Venezuela.",,,,,,,,,,,
626,939130,3/6/12,Senator Michael B. Enzi,Writes on behalf of |(b*(61    who is requesting assistance concerning a possible scam regarding international wire transfers.,,,,,,,,,,,
627,940651,3/19/12,Congressman Blake Farenthold,Rep. Farenthold1 s office forwards a complaint from regarding his previous job with FPS.,,,,,,,,,,,
628,938827,3/1/12,Senator Dianne Feinstein,Writes to express concern regarding significant cuts made to the Bay Area’s Urban Area Security Initiative funding in FY2012 and requests detailed justifications for significant reduction.,,,,,,,,,,,
629,,,,,,,,,,,,,,,
630,939736,3/13/12,Congressman Stephen Fincher,Requests status of congressional inquiry submitted on behalf of constituent.,,,,,,,,,,,
631,938774,3/1/12,Congressman Bill Flores,"Request DHS provide all documentation requested by Lynntech, Inc.",,,,,,,,,,,
632,939352,3/7/12,"Congressman J, Randy Forbes",Writes on behalf of constituent regarding a Petition for Alien Fiancee'.,,,,,,,,,,,
633,941445,3/28/12,Congressman Rodney P. Frelinghuysen,"Constituent Filed Form 1-90 and never received it,",,,,,,,,,,,
634,941508,3/29/12,Congressman W. Craig Fugate,NFIP Reauthorization Letter.,,,,,,,,,,,
635,941731,3/30/12,Congressman Elton Gallegly,Re (b-(6)    and the status of her 1-601 waiver.,,,,,,,,,,,
636,941611,3/29/12,Senator Kirsten E. Gillibrand,Writes on behalf of constituent who is inquiring as to the status of her EEOC complaint.,,,,,,,,,,,
637,939061,3/5/12,Congressman Robert W. Goodlatte,Request for new citizenship oath date,,,,,,,,,,,
638,,,,,,,,,,,,,,,
639,941165,3/26/12,Congressman Robert W. Goodlatte,"Writes on behalf of constituent who questions why Dulles, National, or Richmond could not be used as interview locations for the Global Online Enrollment Program.",,,,,,,,,,,
640,939396,3/8/12,Congressman Paul Gosar,Re status of an 1-130 petition.,,,,,,,,,,,
641,939494,3/9/12,Senator Lindsey O. Graham,Constituent seeks help in extending her non-working dependent visa,,,,,,,,,,,
642,938887,3/1/12,Senator Charles E. Grassley,Writes w/ questions regarding a recent order issued by the United States Court of Appeals for the Ninth District.,,,,,,,,,,,
643,939467,3/8/12,Senator Charles E. Grassley,Request to not propose changes that would undermine the L visa program.,,,,,,,,,,,
644,941695,3/30/12,Congressman Raul M. Grijalva,Writes to encourage consideration of the SAFER grant application filed by the city of Tuscon.,,,,,,,,,,,
645,940383,3/19/12,Congressman Michael Grimm,Form 1485 constituent needs help,,,,,,,,,,,
646,941467,3/28/12,Congressman Michael Grimm,"Constituent would like travel document to travel back home for family emergenc, Form 1-131",,,,,,,,,,,
647,,,,,,,,,,,,,,,
648,,,,,,,,,,,,,,,
649,938787,3/1/12,Congressman Vicky Hartzler,CBP referral.,,,,,,,,,,,
650,938715,3/1/12,Senator Orrin G. Hatch,Re 3 cases. (1-140/1-485.,,,,,,,,,,,
651,941048,3/23/12,Congressman Nan Hayworth,Resettlement is final in New York,,,,,,,,,,,
652,940696,3/21/12,Congressman Martin Heinrich,Father is trying to get his wife and five children out of Turkey and resettled into United States,,,,,,,,,,,
653,939266,3/7/12,Congressman Jeb Hensarling,Husband filed for his wife Form 1-601,,,,,,,,,,,
654,939721,3/13/12,Congressman Ruben Hinojosa,Writes on behalf of constituents who request an apology and their property be returned after their home was raided.,,,,,,,,,,,
655,938986,3/2/12,Congressman Kathy Hochul,Form N-565,,,,,,,,,,,
656,941284,3/27/12,Congressman Kathy Hochul,Status of Form 1-485,,,,,,,,,,,
657,939173,3/6/12,Congressman Chris Van Hollen,Writes on behalf of constituent regarding the payment from the case Anne Marie Mogenhan v. Napolitano.,,,,,,,,,,,
658,,,,,,,,,,,,,,,
659,,,,,,,,,,,,,,,
660,940239,3/16/12,Congressman Rush Holt,"Writes on behalf of constituent,    who goes through aggressive security measure by ICE while entering the United States.",,,,,,,,,,,
661,939773,3/13/12,Senator Johnny Isakson,Writes on behalf of a constituent requsting information about DHS’ policies and procedures for contracting with private companies.,,,,,,,,,,,
662,938649,2/29/12,Congressman Darrell Tssa,Writes on behalf of constituent whose flight school training plane was seized by CBP.,,,,,,,,,,,
