Sort,X2,X3,X4,X5,X6,FROM,DATE,SUBJECT,TYPE,CERTAINTY,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES
2240,960379,9/27/12,Senator Charles E. Schumer,Supports the application submitted by the Middleburgh Fire Department for funding under the Assistance to Firefighters Grant Program.,,,,,,,,,,,
2241,960406,9/26/12,Senator Charles E. Schumer,Writes in support of application submitted by the Boston Emergency Squad for funding under the Assistance to Firefighters Grant Program.,,,,,,,,,,,
2242,960462,9/27/12,Senator Charles E. Schumer,Supports the Churchville Volunteer Fire Department's application for funding under the Assistance to Firefighters Grant Program.,,,,,,,,,,,
2243,,,,,,,,,,,,,,,
2244,,,,,,,,,,,,,,,
2245,958190,9/10/12,Senator Jeff Sessions,Daughter trying to find her biological father,,,,,,,,,,,
2246,959025,9/20/12,Congressman John M. Shimkus,Writes on behalf of his constituent. ibl(ib concerning delays in his background cheek for a position with CBP.,,,,,,,,,,,
2247,958994,9/19/12,Congressman Bill Shuster,"Writes on behalf of his constituent, fb,!W (bt(6)    regarding the Department’s purchase of hollow point bullets.",,,,,,,,,,,
2248,958984,9/19/12,Congressman Bill Shuster,"Writes on behalf of his constituent, bl(61    resardine the Department's purchase of hollow point bullets.",,,,,,,,,,,
2249,959014,9/19/12,Congressman Bill Shuster,"Writes on behalf of his constituent, (b'<6!    | regarding the Department's purchase of hollow point bullets.",,,,,,,,,,,
2250,957913,9/5/12,Congressman Lamar Smith,Requests information on the manner in which ICE was able to reach its claimed record high removal numbers in recent years.,,,,,,,,,,,
2251,,,,,,,,,,,,,,,
2252,,,,,,,,,,,,,,,
2253,958712,9/17/12,Congressman Lamar Smith,"Requests copies of 29 granted DACA requests prior to 9/28/12,. plus copies of all subsequent granted requests.",,,,,,,,,,,
2254,957870,9/5/12,Senator Debbie Stabenow,"Writes, on behalf of her constituents,(bt!6) bearding problems they have encountered crossing the border and the resolution to future travel issues.",,,,,,,,,,,
2255,960128,9/26/12,Senator Debbie Stabenow,Re an 1-601 AAO appeal.,,,,,,,,,,,
2256,957788,9/4/12,Senator Jon Tester,"Encourages the Department to create, a Whistleblower Ombudsperson position within the Office of Inspector. General.",,,,,,,,,,,
2257,960405,9/27/12,"Congressman William ""Mac"" Thornberry",Write on behalf of constituent who requests potential opportunities to compete for contracts or develop business with the Department.,,,,,,,,,,,
2258,,,,,,,,,,,,,,,
2259,958263,9/10/12,Congressman Niki Tsongas,"Support for citizenship grant application submitted by the Lawrence Family Development and Education Fund, Inc.",,,,,,,,,,,
2260,959109,9/20/12,Congressman Michael R. Turner,Requests information regarding veteran preference points when applying to jobs.,,,,,,,,,,,
2261,958051,9/7/12,Congressman Nydia M. Velazquez,Re status of 1-485 cases.,,,,,,,,,,,
2262,957892,9/5/12,Senator David Vitter,Writes on behalf of his constituent tb)(6(    regarding his difficulty to obtain a TWIC card.,,,,,,,,,,,
2263,960620,9/27/12,Senator David Vitter,"Writes on behalf of constituent, who is having difficulty finding information on how to apply for any pontential contract service opportunities that may be available.",,,,,,,,,,,
2264,,,,,,,,,,,,,,,
2265,960581,9/27/12,Senator Mark R. Warner,Writes concerning a constitutent contacting him regarding comments made on a website and an investigation of himself that followed. The constituent writes to express concern about his civil rights being violated.,,,,,,,,,,,
2266,959120,9/20/12,Congressman Lynn A. Westmoreland,Writes on behalf of constituent requesting designation as an approved EB-5 Regional Center.,,,,,,,,,,,
2267,958046,9/7/12,Congressman Robert Wittman,Constituent filed Form N-400 and N-336 for citizenship,,,,,,,,,,,
2268,959397,9/24/12,Congressman Robert Wittman,Fiance wants to check the status of his finacee's case,,,,,,,,,,,
2269,959087,9/20/12,"Congressman Robert J, Wittman",Writes on behalf of constituent regarding contract issues with USCIS.,,,,,,,,,,,
2270,959086,9/20/12,Congressman Frank R. Wolf,"Writes on behalf of his constituent,    | regarding his concerns about the recent purchase of large quantities of ammunition.",,,,,,,,,,,
2271,959105,,Congressman Frank R. Wolf,,,,,,,,,,,,
2272,,,,,,,,,,,,,,,
2273,960129,9/26/12,Congressman Frank R. Wolf,Re 1-765,,,,,,,,,,,
2274,958376,9/11/12,Senator Ron Wyden,Express concerns about imports of products that violate property rights of Xerox Corporation's solid ink.,,,,,,,,,,,
2275,958835,9/18/12,Senator Ron Wyden,Supports the Gresham Fire Department's application for funding under the Staffing for Adequate Fire & Emergency Response program.,,,,,,,,,,,
2276,,,,,,,,,,,,,,,
2277,,,,,,,,,,,,,,,
2278,,,,,,,,,,,,,,,
2279,WF#,Receive Date,Congressman Name,Subject of Request,,,,,,,,,,,
2280,960829,10/1/12,Congressman Gary L. Ackerman,Re status of an 1-730 case.,,,,,,,,,,,
2281,961697,10/5/12,Congressman Gary L. Ackerman,Re several 1-730 cases.,,,,,,,,,,,
2282,962329,10/15/12,Congressman Gary L. Ackerman,ther filed for his daughter Form 1-730,,,,,,,,,,,
2283,963261,10/23/12,Congressman Gary L. Ackerman,Status inquiry,,,,,,,,,,,
2284,960925,10/1/12,Congressman Robert B. Aderholt,Expedited request for an 1-601 waiver.,,,,,,,,,,,
2285,961652,10/5/12,Congressman Robert B. Aderholt,"Write to extend condolences to the family, friends, and colleagues of Border Patrol Agent Nicholas J. Ivie who was killed in a fatal shooting on October 2.",,,,,,,,,,,
2286,,,,,,,,,,,,,,,
2287,,,,,,,,,,,,,,,
2288,963224,10/23/12,Congressman Robert B. Aderholt,k reauestinjj an expedite of the I-601 waiver filed on behalf of her husband.,,,,,,,,,,,
2289,963146,10/22/12,Congressman Daniel K. Akaka,Constituent trying to get B1/B2 visa,,,,,,,,,,,
2290,962044,10/11/12,Senator Kelly Ayotte,"Follows up on behalf of her constituent, (l3'(6t    (regarding an incident report that was filed against him while visiting the USCIS offiee in Bedford. NH.",,,,,,,,,,,
2291,962452,10/16/12,Congressman Joe L. Barton,Writes on behalf of constituent who questions funding for new radio systems involving public safety.,,,,,,,,,,,
2292,961983,10/10/12,Congressman Gus M. Bilirakis,"Writes on behalf of his constituent, {b)(6> (b}(S)    -egarding his supervisor's abusive administrative practices.",,,,,,,,,,,
2293,961934,10/10/12,Congressman JelT Bingaman,Husband trying to obtain green card for his wife,,,,,,,,,,,
2294,,,,,,,,,,,,,,,
2295,,,,,,,,,,,,,,,
2296,962204,10/12/12,Congressman Roy Blunl,Re the status of    1-730 cases.,,,,,,,,,,,
2297,961742,10/5/12,Congressman Robert A. Brady,Supports EB-5 application submitted by Lion's Regional Center LLC in Philadelphia.,,,,,,,,,,,
2298,960816,10/1/12,Congressman Paul Broun,Husband applied for humanitarian parole for his wife,,,,,,,,,,,
2299,962783,10/18/12,Congressman Scott P. Brown,Re a refugee case. (1-730),,,,,,,,,,,
2300,963392,10/24/12,Congressman Scott P. Brown,Form 1601 case,,,,,,,,,,,
2301,963625,10/26/12,Congressman Larry Bucshon,Re status on an 1-130 petition.,,,,,,,,,,,
2302,,,,,,,,,,,,,,,
2303,961880,10/9/12,Congressman Shelley Moore Capito,"Writes on behalf of constituent,    who is reporting US-VISIT identity service branch chief, Barbara LeMaster, for failing to provide governmental oversight in the areas of inherently Government and Critical Functions.",,,,,,,,,,,
2304,963136,10/22/12,Congressman Shelley Moore Capito,"Writes on behalf of her constituent regarding the proposed pay cuts for the Contract Guards at the IRS facility in Keameysville, WV.",,,,,,,,,,,
2305,963695,10/26/12,Congressman Shelley Moore Capito,"Writes on behalf of constituent regarding the proposed pay cuts for the Ctract Guards at the [RS facility in Keameysville, WV.",,,,,,,,,,,
2306,961060,10/2/12,Senator Benjamin L. Cardin,"Writes on behalf of constituent,<b,(6'    kvho is inquiring if the Department's Patriot Act mandates personal guarantees on credit card transactions so the Government can track terrorists and money laundering.",,,,,,,,,,,
2307,,,,,,,,,,,,,,,
2308,963857,10/26/12,Senator Benjamin L. Cardin,Writes on behalf of constituentj(b)(6> Director of Advocacy for the American Jewish World Service (AJWS). regarding the refugee resettlement of (bvei,,,,,,,,,,,
2309,963642,10/26/12,Congressman Bill Cassidy,Writes regarding appeals from Livington Parish for FEMA funding that have been denied.,,,,,,,,,,,
2310,963426,10/25/12,Senator Saxby Chambliss,Re an 1-730 case.,,,,,,,,,,,
2311,960983,10/2/12,Congressman Donna M. Christensen,Requests assistance tracking mailed Green Card,,,,,,,,,,,
2312,962352,10/15/12,Senator Daniel Coats,Writes on behalf of his constituent^5-regarding (b-6>    Top Secret Clearance revocation.,,,,,,,,,,,
2313,961740,10/9/12,Senator Tom A. Cobum,Requests status of EB-5 application for GiANT Capital.,,,,,,,,,,,
2314,962000,10/10/12,Senator Susan M. Collins,"Requests information on employee awards, award policy, overtime, and overtime policy of the Department.",,,,,,,,,,,
2315,,,,,,,,,,,,,,,
2316,962722,10/17/12,Congressman John Conyers,Write with follow-up on FY 13 Refugee Admissions Program consultation.,,,,,,,,,,,
2317,962161,10/11/12,Senator Bob Corker,Constituent filed Form T-601,,,,,,,,,,,
2318,962354,10/15/12,Senator Michael D. Crapo,"Wife filed Form 1-601 for her husband, wants status",,,,,,,,,,,
2319,963538,10/26/12,Senator Michael D. Crapo,Re status of I-129F visa.,,,,,,,,,,,
2320,963282,10/24/12,Congressman Joseph Crowley,Re several 1-730 cases.,,,,,,,,,,,
2321,961602,10/5/12,Congressman Jim DeMint,"Writes on behalf of his constituent, regarding his request for a harship transfer to Charlotte Field Office.",,,,,,,,,,,
2322,960924,10/1/12,Congressman Ana Diaz,none,,,,,,,,,,,
2323,,,,,,,,,,,,,,,
2324,961754,10/9/12,Congressman Donna F. Edwards,Writes on behalf of constituent who requests a meeting with DHS management regarding a contracting matter.,,,,,,,,,,,
2325,961929,10/10/12,Congressman Anna Eshoo,Constituent was denied Form 1-129. now seeking Hl B petition,,,,,,,,,,,
2326,961923,9/28/12,Congressman Eni Faleomavaega,Requests that ICE reconsider    '    | application and allow him to return to the United States.,,,,,,,,,,,
2327,962418,10/15/12,Senator Dianne Feinstein,Urges the Secretary to support the creation of an Office of Agriculture Inspection within Customs and Border Protection.,,,,,,,,,,,
2328,961508,10/4/12,Congressman Bob Filner,Request DHS and GSA coordinate a joint briefing to update local elected officals and community leaders on the status of the construction on the San Ysidro Land Port-of-Entry modernization project.,,,,,,,,,,,
2329,,,,,,,,,,,,,,,
2330,961300,10/3/12,Congressman Charles Fleischman,Writes regarding an Assistance to Firefighters Grant for the Dallas Bay Volunteer Fire Department.,,,,,,,,,,,
2331,962953,10/19/12,"Congressman Charles J. ""Chuck"" Fleischmann",Supports the application submitted by the Soddy-Daisy Fire Department for funding under the Staffing for Adequate Fire and Emergency Response Grant Program.,,,,,,,,,,,
2332,962742,10/17/12,Congressman Chris Gibson,Re status on the following 1-290/1-601/1-212 applications.,,,,,,,,,,,
2333,963522,10/25/12,"Congressman Robert W, Goodlatte",Re: |(bK6>    Iregarding the concents that she has expressed about the differences in processing times for 1-130 petitions.,,,,,,,,,,,
2334,961942,10/10/12,Congressman Paul Gosar,Husband filed Form 1-765 for his wife,,,,,,,,,,,
2335,962180,10/11/12,Congressman Paul Gosar,Constituent would like to know if there is anyway to expedite the process,,,,,,,,,,,
2336,,,,,,,,,,,,,,,
2337,963184,10/23/12,Senator Lindsey 0. Graham,"Constituent got his status along with his wife and younger son, while his older son has not gotten his status",,,,,,,,,,,
2338,961100,10/2/12,Senator Charles E. Grassley,Requests information regarding Deferred Action for Childhood Arrivals (DACA) program.,,,,,,,,,,,
2339,961642,10/5/12,Senator Charles E. Grassley,Request information regarding the Deferred Action for Childhood Arrivals (DACA) directive.,,,,,,,,,,,
2340,963332,10/24/12,Congressman Michael Grimm,Wife filed Form 1131 for her husband,,,,,,,,,,,
2341,963225,10/23/12,Congressman Janice Hahn,Constituent needs assist with her Form 1694,,,,,,,,,,,
2342,962753,10/18/12,Senator Tom Harkin,Re an 1-601 case.,,,,,,,,,,,
2343,962228,10/12/12,Congressman Vicky Hartzler,Constituent wishes to have her daughter visit her,,,,,,,,,,,
2344,,,,,,,,,,,,,,,
2345,961623,10/5/12,Congressman Alcee L. Hastings,Urges the creation of a Haitian Family Reunification Parole Program.,,,,,,,,,,,
2346,960805,10/1/12,Congressman Martin Heinrich,Wife trying get permanent citizenship,,,,,,,,,,,
2347,963191,10/23/12,Congressman Martin Heinrich,Re an 1-601/CD J case.,,,,,,,,,,,
2348,961601,10/5/12,Congressman Kate Higgins-Bloom,Request for all Component Exec Secs to gather data on Congressional correspondence addressed directly to components and submit to OLA.,,,,,,,,,,,
2349,963569,10/26/12,Congressman Mazie K. Hirono,Writes on behalf of her constituent inquiring about the ability for DHS to redact a public bid to purchase ammunition.,,,,,,,,,,,
2350,963323,10/24/12,Congressman Kathy Hochul,Constituent's wife filed for Form 1-130 approval pending,,,,,,,,,,,
2351,963362,10/24/12,Congressman Kathy Hochul,Status of his Form 1130,,,,,,,,,,,
2352,,,,,,,,,,,,,,,
2353,963061,10/22/12,Congressman Chris Van Hollen,Writes on behalf of a constituent regarding pending security clearance.,,,,,,,,,,,
2354,961348,10/3/12,Congressman Steny H. Hoyer,H<b)<s)    (vrites wanting to know why he and other people with various criminal background are being denied entry to White House events.,,,,,,,,,,,
2355,962502,10/16/12,Congressman Steny H. Hoyer,Writes on behalf of a consituent who believes that DHS employees are following him.,,,,,,,,,,,
2356,962283,10/12/12,Congressman Randy Hultgren,"Writes on behalf of his constituentf 13,(61    | regarding a business equipment from China that is being held by Customs.",,,,,,,,,,,
2357,960834,10/1/12,Congressman Kay Bailey Hutchison,"Writes in support of the City of McKinney, TX Staffing for Adequate Fire and Emergency Response (SAFER) Grant application.",,,,,,,,,,,
2358,962021,10/10/12,Senator Ron Johnson,Requests information regarding the USSS incident in Cartegena.,,,,,,,,,,,
2359,,,,,,,,,,,,,,,
2360,961866,10/10/12,Congressman Peter T. King,Requests that DHS refrain from implementing portions of the National Preparedness Grant Program proposed in the President's Fiscal Year 2013 budget request.,,,,,,,,,,,
2361,962063,10/11/12,Congressman Peter T. King,Writes on behalf of his constituent I'0-1'6'1    | W1 |who reqUests an explanation of why she's being investigated by DHS for mailing seeds.,,,,,,,,,,,
2362,963968,10/31/12,Congressman Steve King,Re status on an 1-601 waiver,,,,,,,,,,,
2363,961869,10/10/12,Senator Mark Kirk,"Writes on behalf of his constituent(b,(6) regarding the availability and access of his social security number at work.",,,,,,,,,,,
2364,962142,10/11/12,Senator Amy Klobuchar,Writes on behalf of his constituent who protests the new standards for TSA's officer recertification test.,,,,,,,,,,,
2365,,,,,,,,,,,,,,,
2366,962680,10/17/12,Senator Amy Klobuchar,"Writes on behalf of her constituent, <bX*3) (b)(6l    [regarding difficulties he has while flying to and from the United States.",,,,,,,,,,,
2367,962645,10/17/12,Senator Amy Klobuchar,"Writes on behalf of her constituent, W) regarding his recent Notice of Failure to Re-Certify and Proposal Removal.",,,,,,,,,,,
2368,963062,10/22/12,Senator Amy Klobuchar,Writes on behalf of her constituent!^0)    1 regarding why his name was flagged and why he wasn't allowed to escort his mother past the checking point at the airport.,,,,,,,,,,,
2369,963629,10/26/12,Senator Amy Klobuchar,Writes on behalf of a constituent who requests to be allowed on an airplane with her wheelchair.,,,,,,,,,,,
2370,960831,10/1/12,Senator Frank R. Lautenberg,Senator Lautenberg supports New York Tri-State Regional Center in New Jersey,,,,,,,,,,,
2371,962322,10/12/12,Senator Frank R. Lautenberg,"Writes on behalf on his constituent, regarding alleged racial profiling at the airport.",,,,,,,,,,,
2372,,,,,,,,,,,,,,,
2373,962074,10/11/12,Congressman Sheila Jackson Lee,Writes to thank DHS employees for their participation in the Congressional Black Caucus Foundation's 42nd Annual Legislative Conference.,,,,,,,,,,,
2374,962950,10/19/12,Senator Carl Levin,Requests a detailed report of the specfic actions CBP is undertaking to protect the public from counterfeit auto parts.,,,,,,,,,,,
2375,962818,10/18/12,Congressman John Lewis,Supports application submitted by Fulton County for funding under the Staffing for Adequate Fire and Emergency Response Grant Program.,,,,,,,,,,,
2376,962480,10/16/12,Congressman Zoe Lofgren,"Requests information regarding the Department's seizure of domain names under Operation ""In Our Sites"" due to complaints they've received from several websites in addition to press accounts.",,,,,,,,,,,
2377,963572,10/26/12,Congressman Mary Bono Mack,Husband wants wife back in the United States as well their daughter,,,,,,,,,,,
2378,961885,10/10/12,Senator John McCain,Writes on behalf of constituent requesting response on recent incoming letter regarding concerns with immigration penalty fees on businesses.,,,,,,,,,,,
2379,,,,,,,,,,,,,,,
2380,,,,,,,,,,,,,,,
2381,961963,10/10/12,Senator John McCain,Constituent filed a EEO compliant,,,,,,,,,,,
2382,963322,10/24/12,Senator Claire McCaskill,Writes on behalf of a constituent regarding the constituent’s allegations of abuse and mismanagement within his office.,,,,,,,,,,,
2383,963334,10/24/12,Congressman Michael McCaul,"Writes regarding the Formula I race in Austin, TX which he believes should be designated as a National Special Security Event.",,,,,,,,,,,
2384,963349,10/24/12,Congressman Jim McDermott,"Writes on behalf of his constituent, regarding serious concerns with commercial diver safety.",,,,,,,,,,,
2385,962100,10/11/12,Congressman Mike McIntyre,Requests that her husband be denied entry into the U.S. becuase of her concerns regarding the safety of her family.,,,,,,,,,,,
2386,963189,10/23/12,Senator Robert Menendez,Copy of DHS TRIP,,,,,,,,,,,
2387,,,,,,,,,,,,,,,
2388,962162,10/11/12,Senator Barbara A. Mikulski,Senator Mikulski writes to request information to respond to constituent regarding his separation from DHS-OIG for lack of suitability for federal service.,,,,,,,,,,,
2389,961870,10/10/12,Congressman Gary G. Miller,"Writes on behalf of his constituent, regarding passport information for a missing person.",,,,,,,,,,,
2390,962749,10/17/12,Senator Jerry Moran,Form L601 waiver,,,,,,,,,,,
2391,963942,10/31/12,Senator Lisa Murkowski,Re an 1-601 waiver.,,,,,,,,,,,
2392,961984,10/10/12,Senator Bill Nelson,Naturalization papers for Constituent so she can gel Florida ID,,,,,,,,,,,
2393,961081,1O/2/2OI2,Congressman Richard B. Nugent,Writes regarding the recent procurement of ammunition by DHS.,,,,,,,,,,,
2394,,,,,,,,,,,,,,,
2395,962315,10/12/12,Congressman Frank Pallone,"Writes on behalf of constituent, (bK6)    pho experienced difficulty al TSA checkpoint in Newark Liberty International Airport on September 19, 2012,",,,,,,,,,,,
2396,962453,10/10/12,Congressman Nelson Peacock,"GAO-12-741, COAST GUARD: Legacy Vessels' Declining Conditions Reinforce Need for More Realistic Performance Targets.",,,,,,,,,,,
2397,962602,10/10/12,Congressman Nelson Peacock,"GAO-12-572, STUDENT AND EXCHANGE VISITOR PROGRAM: DHS Needs to Assess Risks and Strengths of Oversight Functions",,,,,,,,,,,
2398,962738,10/17/12,Congressman Todd Russell Platts,-egarding the status of her appeal. (I- 290B.),,,,,,,,,,,
2399,962846,10/18/12,Congressman Ted Poe,"Requests information about CBP agents and the weapon policies and procedures they follow,",,,,,,,,,,,
2400,962131,10/11/12,Congressman Jim Renacci,Status of case,,,,,,,,,,,
2401,962768,10/17/12,Congressman Jim Renacci,Inquiry on case which is work visa,,,,,,,,,,,
2402,,,,,,,,,,,,,,,
2403,,,,,,,,,,,,,,,
2404,962755,10/18/12,Senator John D. Rockefeller,Writes to thank S1 for issuing a major disaster declaration for the State on WV and the decision to declare four counties eligible for individual assistance. Requests consideration that 20 additional counties be considered for the same assistance due to the devasation of the storms in June and July 2012.,,,,,,,,,,,
2405,963221,10/23/12,Congressman Todd Rokita,Re: A request for Special Immigrant visa.,,,,,,,,,,,
2406,963081,10/22/12,Congressman Dennis Ross,"Writes to request assistance for a constituent with a ""Date of Need of 11/1/12"". Constituent is having problems with H2A processing.",,,,,,,,,,,
2407,960865,10/1/12,Senator Marco Rubio,ICE transfer case regardig fraud of attorney,,,,,,,,,,,
2408,963987,10/31/12,Congressman Janice D. Schakowsky,Re an I-290B.,,,,,,,,,,,
2409,,,,,,,,,,,,,,,
2410,962744,10/17/12,Congressman Nilcee Schneider,Writes on behalf of her constituent ff’HS)    regarding her DHS Redress issues that haven't been answered.,,,,,,,,,,,
2411,960883,10/1/12,Senator Charles E. Schumer,Writes regarding high levels of counterfeiting in China that continue to erode the competitiveness of U.S. manufacturers and their workers.,,,,,,,,,,,
2412,962430,10/15/12,Senator Charles E. Schumer,Write in support of application submitted by the Port Crane Volunteer Fire Company for funding under the Assistance to Firelighters Grant Program.,,,,,,,,,,,
2413,962433,10/15/12,Senator Charles E. Schumer,Write in support of application submitted by the City of Albany Fire Department for funding under the Assitance to Firefighters Grant Program.,,,,,,,,,,,
2414,962543,10/16/12,Senator Charles E. Schumer,Writes iu support of application submitted by the Beacon Volunteer Ambulance Coip for funding under the Assistance to Firefighters Grant Program.,,,,,,,,,,,
2415,,,,,,,,,,,,,,,
2416,962545,10/16/12,Senator Charles E. Schumer,Writes in support of application submitted by the Ogdensburg Volunteer Rescue Squad for funding under the Assistance to Firefighters Grant Program.,,,,,,,,,,,
2417,962560,10/16/12,Senator Charles E. Schumer,Supports the application submitted by the Medway-Grapeville Fire District for funding under the Assistance to Firefighters Grant Program.,,,,,,,,,,,
2418,962546,10/16/12,Senator Charles E. Schumer,Supports the application submitted by the Apalachin Fire District for funding under the Assistance to Firefighters Grant Program.,,,,,,,,,,,
2419,962565,10/16/12,Senator Charles E. Schumer,Supports the application submitted by the Kirkville Fire District for funding under the Assistance to Firefighters Grant Program.,,,,,,,,,,,
2420,962554,10/16/12,Senator Charles E. Schumer,Supports the application submitted by the City of Newburgh Fire Department for funding under the Assistance to Firefighters Grant Program.,,,,,,,,,,,
2421,962582,10/16/12,Senator Charles E. Schumer,Write in support of application submitted by the Chevra Hatzalah for funding under the Assistance to Firefighters Grant Program.,,,,,,,,,,,
2422,,,,,,,,,,,,,,,
2423,,,,,,,,,,,,,,,
2424,962583,10/16/12,Senator Charles E. Schumer,Supports the application submitted by Catskills Hatzalah for funding under the Assistance to Firefighters Grant Program.,,,,,,,,,,,
2425,962831,10/18/12,Senator Charles E. Schumer,Writes in support of the New York City Fire Departments funding request under the Assistance to Firefighters Grant Program.,,,,,,,,,,,
2426,963945,10/31/12,Senator Charles E. Schumer,Writes in support of the applications submitted by the Holbrook Fire District for funding under the Assistance to Firefighters Grant Program.,,,,,,,,,,,
2427,963335,10/24/12,Congressman Austin Scott,Constituent wants answer to her inquiry,,,,,,,,,,,
2428,963358,10/24/12,Congressman Robert C. Scott,Request for follow-up,,,,,,,,,,,
2429,963896,10/26/12,Congressman Jim Sensenbrenner,"Concerns regarding the EB-5 program, specifically delays in processing the 1-526 form filed by RCI FirstPathway Investment Fund, LLC, related to the financing of the University of Wisconsin-Milwaukee's Cambridge Commons dormitory project.",,,,,,,,,,,
2430,,,,,,,,,,,,,,,
2431,,,,,,,,,,,,,,,
2432,960808,10/1/12,Congressman Pete Sessions,"Re status of an 1-601 waiver,",,,,,,,,,,,
2433,962309,10/12/12,Senator Jeanne Shaheen,Writes to request support of the Newington Fire Department's application for funding from the Staffing for Adequate Fire and Emergency Response (SAFER) grant program.,,,,,,,,,,,
2434,962762,10/17/12,Congressman Bill Shuster,"Writes on behalf of constituent, (W(6)    | regarding his expired HAZMAT on his driver's license.",,,,,,,,,,,
2435,962209,10/12/12,Congressman Michael K. Simpson,Husband wants to he united with wife,,,,,,,,,,,
2436,960881,10/1/12,Congressman Adrian Smith,Re aTourist visa - B2-visa.,,,,,,,,,,,
2437,961223,10/1/12,Congressman Lamar Smith,Follow-up to 9/14/12 letter requesting copies of completed DACA files.,,,,,,,,,,,
2438,961853,10/10/12,Congressman Lamar Smith,Third request for completed DACA files.,,,,,,,,,,,
2439,,,,,,,,,,,,,,,
2440,961290,10/3/12,Congressman Olympia J. Snowe,Writes on behalf of her constituent(b)t6),,,,,,,,,,,
2441,,,,who raises serious questions about USCG leadership following a fatal helicopter crash.,,,,,,,,,,,
2442,961755,10/9/12,Congressman Bennie G. Thompson,"Representative Bennie Thompson request that DHS FEMA address deficiencies noted by the National Academy of Public Administration (NAPA) identified in the Redundancy Elimination and Enhanced Performance for Preparedness Grants Act (REEPG) report issued on August 20, 2012.",,,,,,,,,,,
2443,962081,10/11/12,Congressman Bennie G. Thompson,Nominates    for consideration to the National Security Telecommunications Advisory Committee.,,,,,,,,,,,
2444,963992,10/31/12,Congressman Bennie G. Thompson,Seeks clarification regarding the Department's security clearance review and revocation process.,,,,,,,,,,,
2445,963263,10/23/12,,Not completed,,,,,,,,,,,
2446,,,,,,,,,,,,,,,
2447,,,,,,,,,,,,,,,
2448,961855,10/10/12,Congressman Fred Upton,Writes on behalf of constituent requesting date of birth change with social security in order to gain a drivers license.,,,,,,,,,,,
2449,960904,10/1/12,Congressman Nydia M. Velazquez,Re status of pending applications. (1-485),,,,,,,,,,,
2450,960804,10/1/12,Congressman Peter J. Visclosky,(bllcn    ras expressed concerns regarding her inability to have the fee waived for her N-565 application.,,,,,,,,,,,
2451,961946,10/9/12,Congressman Peter J. Visclosky,Re a pending I-290B application.,,,,,,,,,,,
2452,962734,10/17/12,"Congressman Peter J, Visclosky","Re: Proof of citizenship, (N-565)",,,,,,,,,,,
2453,963211,10/23/12,Congressman Peter J. Visclosky,Constituent is getting wrong information in regarding to his wife's file,,,,,,,,,,,
2454,961062,10/1/12,Senator Mark R. Warner,"Writes on behalf of his constituents, (b'i6' and    I regarding their concern over inlaws moving money between the U.S. and Pakistan.",,,,,,,,,,,
2455,,,,,,,,,,,,,,,
2456,962242,10/12/12,Senator Mark R. Warner,Husband accuses wife of marriage fraud,,,,,,,,,,,
2457,962644,10/17/12,Senator Mark R. Warner,Writes on behalf of constituent who express concerns with EB 1C (Employment-based first preference category).,,,,,,,,,,,
2458,962720,10/17/12,Senator Mark R. Warner,Re Fraud case/I-589,,,,,,,,,,,
2459,961327,10/3/12,Congressman Debbie Wasserman-Schultz,Follows up on her phone call with the Secretary regarding customs staffing issues at the Miami International Airport and invites the Secretary to visit the new North Terminal.,,,,,,,,,,,
2460,963284,10/23/12,Congressman Henry Waxman,Writes on behalf of his constituent who requests that a man involved in his son's death be deported as soon as his prison sentence ends.,,,,,,,,,,,
2461,961580,10/5/12,Congressman Jim Webb,Writes regarding his concerns that duties are not being paid on imports of wooden bedroom furniture from China.,,,,,,,,,,,
2462,,,,,,,,,,,,,,,
2463,963041,10/22/12,Congressman Allen West,"Writes on behalf of his constituent,(bJ,6) regarding his difficulty relating to motorized scooters and their ability to conceal items going thorugh checkpoints in airports.",,,,,,,,,,,
2464,963080,10/22/12,Senator Sheldon Whitehouse,Writes on behalf of his constituent regarding whyP’iei    |was denied employment with CBP.,,,,,,,,,,,
2465,962324,10/12/12,Congressman Frank R. Wolf,"Writes oil behalf of his constituent, regarding her non-law enforcement status under the CBP Enhanced Retirement Coverage.",,,,,,,,,,,
2466,962747,10/17/12,Congressman Frank R. Wolf,Re an I-601/i-209B case.,,,,,,,,,,,
2467,962805,10/18/12,Congressman Frank R. Wolf,Re: |(bX6)    regarding their concern about a pattern of immigration Baud.,,,,,,,,,,,
2468,963205,10/23/12,Congressman Frank R. Wolf,Constituent shares his concern about difficulities of skilled immigrants,,,,,,,,,,,
2469,,,,,,,,,,,,,,,
2470,,,,,,,,,,,,,,,
2471,,,,,,,,,,,,,,,
2472,WF#,Receive Date,Congressman Name,Subject of Request,,,,,,,,,,,
2473,964314,11/5/12,Congressman Gary L. Ackerman,Father filed for his daughter Form 1-730 and Form I-485,,,,,,,,,,,
2474,966882,11/30/12,Congressman Gary L. Ackerman,Re several 1-730 petitions.,,,,,,,,,,,
2475,965268,11/14/12,Congressman Rodney Alexander,Writes concerning a constituent who is expressing concerning about river bank erosion project that money was allocated four years ago for and no one seems to know or care when to expect payment.,,,,,,,,,,,
2476,965511,11/15/12,Congressman Ron Barber,Re status of an I-290B case.,,,,,,,,,,,
2477,965589,11/16/12,Congressman Ron Barber,Writes on behalf a constituent who requests assistance with incorrect information concerning his stay in the U.S. in 1997.,,,,,,,,,,,
