Sort,X2,X3,X4,X5,X6,FROM,DATE,SUBJECT,TYPE,CERTAINTY,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES
3790,879528,8/24/2010,Congressman John Yarmuth,AA    is requesting status of 1-730 for (b)(6} (b)(6),,,,,,,,,,,
3791,878280,8/12/2010,Congressman C. W. Bill Young,Writes on behalf of constituent who would like to make the Department's mail management more efficient.,,,,,,,,,,,
3792,879141,8/20/2010,Congressman C. W. Bill Young,Writes regarding constituents concerns with REAL ID and the burden in places on people born between 1935-1940.,,,,,,,,,,,
3793,878036,1/10/2011,,July 2010 Vacancy Volume Report,,,,,,,,,,,
3794,,,,,,,,,,,,,,,
3795,878590,,,This Directive establishes the policies and assigns responsibilities for the management of committess at DHS.,,,,,,,,,,,
3796,879697,8/25/2010,,Congressman Paul Tonko writes on behalf of ®®    |who has applied for positions with the Department.,,,,,,,,,,,
3797,,,,,,,,,,,,,,,
3798,Policy Congressional Report,,,,,,,,,,,,,,
3799,Opened Between 09/01/2010 and 09/30/2010,,,,,,,,,,,,,,
3800,WF#,Receive Date,Congressman Name,Subject of Request,,,,,,,,,,,
3801,881130,9/10/2010,Congressman Gary L. Ackerman,Customer is requesting the status of an 1-730 petition,,,,,,,,,,,
3802,881131,9/10/2010,Congressman Gary L. Ackerman,Status request on the 1-730,,,,,,,,,,,
3803,881699,9/17/2010,Congressman Gary L. Ackerman,regarding an 1-730 for (b)(6),,,,,,,,,,,
3804,881706,9/17/2010,Congressman Gary L. Ackerman,regarding an 1-730 for(b)(6),,,,,,,,,,,
3805,882317,9/27/2010,Congressman Gary L. Ackerman,(bX6>    is requesting status on his family's 1-730 cases.,,,,,,,,,,,
3806,882357,9/27/2010,Congressman Gary L. Ackerman,Customer is requesting the status of 1-730 petitions for family members.,,,,,,,,,,,
3807,,,,,,,,,,,,,,,
3808,,,,,,,,,,,,,,,
3809,882377,9/27/2010,Congressman Gary L. Ackerman,Customer is requesting the status of an 1-90 application,,,,,,,,,,,
3810,882470,9/28/2010,Congressman Gary L. Ackerman,Status of an 1-730 petition,,,,,,,,,,,
3811,881757,9/17/2010,Congressman Robert B. Aderholt,Customer is requesting the status of visa's for her three children in CDJ,,,,,,,,,,,
3812,881865,9/20/2010,Congressman Robert B. Aderholt,Customer is requesting the status of her children's cases in CDJ. She has submitted new updated medical reports for her children.,,,,,,,,,,,
3813,882381,9/27/2010,Congressman John Adler,re the status of an 1-601 for ®®,,,,,,,,,,,
3814,881158,9/10/2010,Congressman Daniel K. Akaka,Customer is requesting that his ex-wife be deported,,,,,,,,,,,
3815,881753,9/17/2010,Congressman Daniel K. Akaka,Customer is requesting assistance with obtaining a visa for ®® (b)(6)    -,,,,,,,,,,,
3816,,,,,,,,,,,,,,,
3817,,,,,,,,,,,,,,,
3818,881793,9/20/2010,Congressman Daniel K. Akaka,USCIS FDNS officer is requesting a transfer to Hawaii.,,,,,,,,,,,
3819,881167,9/7/2010,Senator Lamar Alexander,Senator Alexander writes in support of the Jellico Municipal Fire Dept Grant Application,,,,,,,,,,,
3820,881168,9/7/2010,Senator Lamar Alexander,Senator Alexander writes in support of the Pittman Center Community Fire Dept,,,,,,,,,,,
3821,881169,9/7/2010,Senator Lamar Alexander,Senator Alexander writes in support of the Millington Fire Dept grant application,,,,,,,,,,,
3822,881733,9/17/2010,Congressman Michael Arcuri,Status of an 1-730.,,,,,,,,,,,
3823,881759,9/17/2010,Congressman Michael Arcuri,Requests that Egypt be added to the list of countries that allow H2A visas on behalf of constituent.,,,,,,,,,,,
3824,881780,9/20/2010,Congressman John Barrow,Customer is requesting that Form 1-765 application be expedited due to the hardship his family is experiencing.,,,,,,,,,,,
3825,882802,9/30/2010,Congressman John Barrow,Requests that ICE consider the Irwin County Detention Center for use in housing detainees.,,,,,,,,,,,
3826,881070,9/9/2010,Congressman Evan Bayh,Customer is requesting the status of an 1-130.,,,,,,,,,,,
3827,,,,,,,,,,,,,,,
3828,,,,,,,,,,,,,,,
3829,881559,9/16/2010,Congressman Evan Bayh,Senator Bayh is requesting an update on the EB-5 application for Indiana -Based Energize-east Central Indiana inc.,,,,,,,,,,,
3830,882339,9/27/2010,Senator Mark Begieh,Customer is requesting assistance with the denial notice he recieved for an I-129F petition.,,,,,,,,,,,
3831,881558,9/16/2010,Senator Michael Bennet,Customer is requesting the status of an appeal of a dinied 1-601 waiver.,,,,,,,,,,,
3832,881612,9/16/2010,Senator Michael Bennet,Customer is requesting the status of an 1-539 application,,,,,,,,,,,
3833,881556,9/16/2010,Congressman Jeff Bingaman,Customer writes in suggestions on improving processing delays of the 1-765 application.,,,,,,,,,,,
3834,881708,9/17/2010,Congressman Jeff Bingaman,Customer is requesting the status of an 1-485 application,,,,,,,,,,,
3835,882142,9/21/2010,Congressman Jeff Bingaman,"Express concern regarding the implementation of certain provisions in P.L. 110-229 that affect the Commonwealth of the Northern Marian Islands (CNMI), specifically with delays in issuing CNMI Nonimmigrant Investor Visa Classification and the CNMI Transitional Worker Visa Classification.",,,,,,,,,,,
3836,,,,,,,,,,,,,,,
3837,881619,9/16/2010,Congressman Rob Bishop,Customer is requesting assistance with an 1-485 application,,,,,,,,,,,
3838,882810,9/30/2010,Congressman Sanford D. Bishop,Requests that Irwin County Detention Center become a designated facility for ICE detainees.,,,,,,,,,,,
3839,880896,9/7/2010,Congressman Timothy H. Bishop,Writes on behalf of constituent Brian Shube regarding his proposal for a new business.,,,,,,,,,,,
3840,880529,9/1/2010,Congressman Madeleine Z. Bordallo,"Hearing invitation to testify at Subcommittee Insular Affairs, Oceans, and Wildlife",,,,,,,,,,,
3841,881620,9/16/2010,Congressman Dan Boren,Case status update,,,,,,,,,,,
3842,881009,9/9/2010,Senator Barbara Boxer,Customer is reporting fraud on behalf of Arcsoft Inc.,,,,,,,,,,,
3843,881861,9/20/2010,Congressman Scott P. Brown,Customer is requesting expedited HP for her husband due to the fact that she will be having a baby soon and needs assistance with the care of that child.,,,,,,,,,,,
3844,881928,9/21/2010,Congressman Scott P. Brown,Customer is requesting HP for his wife to come to the US.,,,,,,,,,,,
3845,881932,9/21/2010,Congressman Scott P. Brown,Customer is writing with suggestions for immigration reform of the Form 1-765.,,,,,,,,,,,
3846,,,,,,,,,,,,,,,
3847,,,,,,,,,,,,,,,
3848,881516,9/15/2010,Congressman Sherrod Brown,Constituent (b>A    writes regarding his application for employment with General Services Administration (GSA),,,,,,,,,,,
3849,881933,9/21/2010,Congressman Ginny Brown-Waite,Customer is requesting the status of an 1-730 filed onbehalf of his wife,,,,,,,,,,,
3850,881989,9/21/2010,Congressman Sam Brownback,Write regarding funding for CBP’s Air and Marine Program and request a detailed plan for the follow on order of Multirole Enforcement Aircraft.,,,,,,,,,,,
3851,882834,9/30/2010,Congressman Sam Brownback,Status of an 1-601 waiver,,,,,,,,,,,
3852,881916,9/21/2010,Congressman Michael C. Burgess,Request that President Obama authorize the remaining 750 National Guard troops necessary to patrol the Texas-Mexico border.,,,,,,,,,,,
3853,881032,9/9/2010,Congressman Eric Cantor,Customer is requesting that a deportation order be reopened and his wife and son be allowed to return to the US and file for PR.,,,,,,,,,,,
3854,881678,9/17/2010,Senator Maria Cantwell,Senator Cantwell is writing insupport of the Citizenship Grant Program forthe Refugee Womes's Alliance(ReWa).,,,,,,,,,,,
3855,,,,,,,,,,,,,,,
3856,,,,,,,,,,,,,,,
3857,881096,9/10/2010,Congressman Lois Capps,Customer is requesting that the visa forbe expedited for the upcoming school year.,,,,,,,,,,,
3858,881953,9/21/2010,Senator Benjamin L. Cardin,writes regarding an application for the Acquisition Professional Career Program (APCP).,,,,,,,,,,,
3859,881936,9/21/2010,Congressman Dennis A. Cardoza,Customer is requesting assitance with an 1-751 application,,,,,,,,,,,
3860,881820,9/20/2010,Congressman Russ Carnahan,Customer is requesting the status of an I-290B and that his academic credentials be reconsidered.,,,,,,,,,,,
3861,880880,9/7/2010,Senator Robert P. Casey,Writes regarding encryption of electronic devices,,,,,,,,,,,
3862,881273,9/13/2010,Congressman Jason Chaffetz,Writes regarding potential abuses of AIT machines by Federal employees.,,,,,,,,,,,
3863,881031,9/9/2010,Senator Saxby Chambliss,Customer is requesting the status if an 1-601 waiver.,,,,,,,,,,,
3864,881044,9/9/2010,Senator Saxby Chambliss,Status update,,,,,,,,,,,
3865,,,,,,,,,,,,,,,
3866,882041,9/22/2010,Senator Saxby Chambliss,Consituent ^1(6)    regarding status of wife ®® 1-601.,,,,,,,,,,,
3867,881157,9/10/2010,Congressman William Lacy Clay,Customer is requesting the status of an 1-765 application,,,,,,,,,,,
3868,880936,9/8/2010,Senator Thad Cochran,Senator Cochran +3 write with concern over Chinese furniture exporters and importers circumventing the payment of antidumping duties.,,,,,,,,,,,
3869,880526,9/1/2010,Senator Susan M. Collins,Customer is requesting assistance with obtaining HP for ®® (b)(6)    for medical procedures,,,,,,,,,,,
3870,882774,9/30/2010,Senator Susan M. Collins,Shares concerns regarding the Department's commitment to enforcing immigration laws.,,,,,,,,,,,
3871,881415,9/14/2010,Congressman Kent Conrad,Requests the process for re-entry into the U.S. from the International Peace Garden be streamlined.,,,,,,,,,,,
3872,882671,9/29/2010,Congressman Jim Cooper,Customer is requesting the status of an 1-485 application,,,,,,,,,,,
3873,,,,,,,,,,,,,,,
3874,88.1767,9/20/2010,Senator Bob Corker,Customer is requesting assistance with her husband's 1-601 waiver.,,,,,,,,,,,
3875,881035,9/9/2010,Senator John Cornyn,Customer is requesting the status of an 1-601 waiver for(b!f6t (b)(6),,,,,,,,,,,
3876,881730,9/17/2010,Senator John Cornyn,Status of an 1-212 petition,,,,,,,,,,,
3877,882371,9/27/2010,Senator John Cornyn,Customer is requesting the status of an 1-601 waiver,,,,,,,,,,,
3878,882767,9/30/2010,Senator John Cornyn,Customer is requesting assistance with an 1-601 waiver.,,,,,,,,,,,
3879,881055,9/9/2010,Senator Michael D. Crapo,Customer is requesting the status of an 1-130 petition,,,,,,,,,,,
3880,881061,9/9/2010,Senator Michael D. Crapo,Customer is requesting assistance with an N-400.,,,,,,,,,,,
3881,882467,9/28/2010,Senator Michael D. Crapo,status of an 1-601,,,,,,,,,,,
3882,,,,,,,,,,,,,,,
3883,882468,9/28/2010,Senator Michael D. Crapo,Status of an 1-601 waiver,,,,,,,,,,,
3884,881143,9/10/2010,Congressman Joseph Crowley,Customer is requesting the status of an 1-730 petition of his wife and son,,,,,,,,,,,
3885,881750,9/17/2010,Congressman Joseph Crowley,Customer is requesting the status of an 1-730 petition on behalf of his wife,,,,,,,,,,,
3886,881152,9/10/2010,Congressman John Abney Culberson,Writes on behalf of a constituent who applied for a job with ICE.,,,,,,,,,,,
3887,882814,9/30/2010,Congressman Elijah E. Cummings,Requests a status of rulemaking effort to announce the towing vessel inspection regulation.,,,,,,,,,,,
3888,881034,9/9/2010,Congressman Lincoln Davis,Customer is requesting the status of his wife's 1-601 waiver.,,,,,,,,,,,
3889,881051,9/9/2010,Congressman Jim DeMint,Status of an 1-601 waiver for AA,,,,,,,,,,,
3890,881836,9/17/2010,Congressman Jim DeMint,"Writes on behalf of constituent, AA    who questions why he did not meet minimum requirements for a position with TSA.",,,,,,,,,,,
3891,,,,,,,,,,,,,,,
3892,881420,9/14/2010,Congressman Theodore E. Deutch,Writes on behalf of constituents who experience difficulty when reentering the U.S.,,,,,,,,,,,
3893,881930,9/21/2010,Congressman Mario Diaz-Balart,Customer is requesting the status of 1-730 petitions for his family in Haiti,,,,,,,,,,,
3894,881135,9/10/2010,Congressman Norman Dicks,Customer is requesting the status of an 1-129.,,,,,,,,,,,
3895,881781,9/20/2010,Congressman Charles Djou,Customer is requesting assistance with the status of an I-290B appli action,,,,,,,,,,,
3896,881015,9/9/2010,Congressman David Dreier,Customer is requesting the number of H-1B visas that were issued to Indian citizens last year,,,,,,,,,,,
3897,881700,9/17/2010,Congressman David Dreier,Writes regardingthe 1-601 of <b>(6>,,,,,,,,,,,
3898,881761,9/17/2010,Congressman David Dreier,Writes on behalf of constituent who questions why they weren't considered for a position at USCIS.,,,,,,,,,,,
3899,881713,9/17/2010,Senator Richard J. Durbin,Constituent (b>(0)    writes regarding the changes to the time off policies.,,,,,,,,,,,
3900,882758,9/30/2010,Congressman Donna F. Edwards,Customer is requesting the status of an I-290B,,,,,,,,,,,
3901,,,,,,,,,,,,,,,
3902,,,,,,,,,,,,,,,
3903,881002,9/9/2010,Congressman Keith Ellison,Customer is requesting the status of an 1-130 petition filed on behalf of his wife.,,,,,,,,,,,
3904,882118,9/23/2010,Congressman Keith Ellison,Customer is requesting that his Hl-B application be expedited.,,,,,,,,,,,
3905,880696,9/3/2010,Senator Michael B. Enzi,"Writes on behalf of constituent ,b’(6>    regarding how his luggage was searched and not packed properly.",,,,,,,,,,,
3906,881788,9/20/2010,Congressman Bob Filner,Customer is requesting the status of his son's F90 application,,,,,,,,,,,
3907,881561,9/16/2010,Congressman J. Randy Forbes,"Customer is requesting the status of his residency, and the requirements of retaining LPR status.",,,,,,,,,,,
3908,881101,9/10/2010,Congressman Gabrielle Giffords,Customer is requesting assistance with the denial of and 1-140,,,,,,,,,,,
3909,881572,9/16/2010,Congressman Gabrielle Giffords,Customer is requests the status of his 1-485 application and the reason for the delays,,,,,,,,,,,
3910,881618,9/16/2010,Congressman Gabrielle Giffords,Writes on behalf of constituent *bX6)    regarding a CBP personnel matter.,,,,,,,,,,,
3911,,,,,,,,,,,,,,,
3912,881740,9/17/2010,Congressman Gabrielle Giffords,Writes on behalf of constituent who inquires about being blocked from web site by DHS.,,,,,,,,,,,
3913,881777,9/20/2010,Congressman Gabrielle Giffords,Customer is requesting information on the status of his request from 1988 for Amnesty,,,,,,,,,,,
3914,880670,9/3/2010,Senator Charles E. Grassley,"Senator Charles Grassley writes regarding conducting an oversight on the Policies and Practices of USCIS. The senator refers to the draft guidance entitled ""Interim Policy Regarding Referral of Cases by USCIS Field Offices to ICE for Enforcement Actions, Including the arrest of Individuals Seeking Immigration Benefits or Services.""",,,,,,,,,,,
3915,881160,9/10/2010,Senator Charles E. Grassley,Customer is requesting the status of an 1-601 waiver.,,,,,,,,,,,
3916,881171,9/10/2010,Senator Charles E. Grassley,Visa application fraud at the California Service Center,,,,,,,,,,,
3917,881687,9/17/2010,Senator Charles E. Grassley,Visa application fraud at the California Service Center,,,,,,,,,,,
3918,881726,9/17/2010,Senator Charles E. Grassley,"Senator Grassley and Congressman Smith raise concerns with USCIS' interpretation of Law H.R. 6080, an emergency spending bill to fund border security improvements.",,,,,,,,,,,
3919,881675,9/17/2010,Congressman Sam Graves,A A    is requesting status of his 1-290B.,,,,,,,,,,,
3920,,,,,,,,,,,,,,,
3921,882416,9/27/2010,Congressman Tom Graves,Northeast Georgia Medical center is requesting assitance with Transport of an undocumented alien from their center to a center in Mexico.,,,,,,,,,,,
3922,881137,9/10/2010,Congressman Alan Grayson,Rep. Grayson is making a recommendation for    for an HR position with USCIS,,,,,,,,,,,
3923,880720,9/3/2010,Congressman Judd Gregg,Writes to support the New Hampshire Fire Department's application for the Assistance to Firefighter's Grant Program.,,,,,,,,,,,
3924,881124,9/10/2010,Congressman Judd Gregg,Customer is requesting statistics on the number of new immigrations offices have been created since President Obama has been in office.,,,,,,,,,,,
3925,881433,9/14/2010,Congressman Judd Gregg,"Supports the Seabrook, New Hampshire Fire Department's application for funding under the Assistance to Firefighters Grant Program.",,,,,,,,,,,
3926,881752,9/17/2010,Congressman Judd Gregg,Customer are requesting assistance with N-400 applications and refund of the filing fees,,,,,,,,,,,
3927,881520,9/13/2010,Congressman Raul M. Grijalva,"Writes in support of the Border Interoperability Demonstration Project (BIDP) application for the City of Nogales, AZ",,,,,,,,,,,
3928,882131,9/23/2010,Congressman Raul M. Grijalva,"Requests a stay of removal and deferred action for |<bg,b>    |",,,,,,,,,,,
3929,,,,,,,,,,,,,,,
3930,,,,,,,,,,,,,,,
3931,882067,9/22/2010,Congressman Luis V. Gutierrez,Requests stay of deportation for (bX6) |(bK6j    1    |,,,,,,,,,,,
3932,881934,9/21/2010,Senator Kay R. Hagan,Customer is requesting approval of his wife's 1-601 waiver.,,,,,,,,,,,
3933,880512,9/1/2010,Congressman John J. Hall,Customer is requesting assistance with the closed visa petition of inlaws,,,,,,,,,,,
3934,881582,9/16/2010,Senator Tom Harkin,Customer is requesting assistance with the dismisal of an appeal on a denied 1-140 petition,,,,,,,,,,,
3935,881657,9/17/2010,Congressman Alcee L. Hastings,"Customer is requesting assistance with his wife's 1-730 petition, and an issue of fraud committed against his wife.",,,,,,,,,,,
3936,880737,9/3/2010,Congressman Doc Hastings,Customer is requesting the status of her husband's 1—601 waiver.,,,,,,,,,,,
3937,881615,9/16/2010,Congressman Doc Hastings,Customer is requesting assistance with her husband's 1-601 waiver.,,,,,,,,,,,
3938,,,,,,,,,,,,,,,
3939,881864,9/20/2010,Senator Orrin G. Hatch,Writes on behalf of constituent A A    regarding the completion of the border fence.,,,,,,,,,,,
3940,881690,9/17/2010,Congressman Martin Heinrich,Customer is requesting the status of an 1-601 waiver on behalf of her husband.,,,,,,,,,,,
3941,881779,9/20/2010,Congressman Martin Heinrich,Customer is requesting assistance with obtaining a passport for her daughter.,,,,,,,,,,,
3942,881057,9/9/2010,Congressman Jeb Hensarling,Customer is requesting the status of an 1-824,,,,,,,,,,,
3943,880595,9/2/2010,Congressman Baron P. Hill,Writes on behalf of constituent A A    regarding items missing from her luggage.,,,,,,,,,,,
3944,880532,9/1/2010,Congressman Rush Holt,Customer is requesting the status of an 1-485 application for A A (b)(6),,,,,,,,,,,
3945,881063,9/9/2010,Congressman Rush Holt,Customer is requesting the status of an 1-601 waiver,,,,,,,,,,,
3946,881768,9/20/2010,Congressman Rush Holt,Customer is requesting that AA    application is expedited.,,,,,,,,,,,
3947,,,,,,,,,,,,,,,
3948,,,,,,,,,,,,,,,
3949,881809,9/16/2010,Congressman Steny H. Hoyer,"Writes on behalf of constituent, ^bX6-    who has been issued a Notice of Adverse Action.",,,,,,,,,,,
3950,882107,9/23/2010,Congressman Kay Bailey Hutchison,Customer is requesting assistance with an 1-765 application.,,,,,,,,,,,
3951,880724,9/3/2010,Congressman Daniel K. Inouye,"Writes on behalf of constituent,(b)(0)    who needs assistance to obtain his green card.",,,,,,,,,,,
3952,881065,9/9/2010,Senator Johnny Isakson,Writes seeking a contract for long term refrigerated storage at a Georgia Cooperative.,,,,,,,,,,,
3953,881709,9/17/2010,Senator Johnny Isakson,Revocation of an approved 1-140,,,,,,,,,,,
3954,882478,9/28/2010,Senator Johnny Isakson,SAVE status check for Xu Cao,,,,,,,,,,,
3955,881914,9/20/2010,Congressman Bobby Jindal,Write regarding coastal restoration and a sustained long-term source of investment in restoring the wetlands in Louisana.,,,,,,,,,,,
3956,881782,9/20/2010,Congressman Timothy V. Johnson,Status request on an 1-601 waiver and Family and friends of Michael Sanchez write on his behalf of him returning to the US and adjusting his status.,,,,,,,,,,,
3957,,,,,,,,,,,,,,,
3958,,,,,,,,,,,,,,,
3959,882225,9/24/2010,Congressman Walter B. Jones,Constituent A A    son js wrping requesting ICE to reopen his mother's deportation case.,,,,,,,,,,,
3960,880736,9/3/2010,Senator John F. Kerry,Writes on behalf of constituent who complained about treatment by ICE officer.,,,,,,,,,,,
3961,881033,9/9/2010,Senator John F. Kerry,AA    Architects filed I-290-B appeal for denied 1-140 under the guidelines EB1 (C),,,,,,,,,,,
3962,881037,9/9/2010,Senator John F. Kerry,Customer is requesting assistance with her father’s refugee petition.,,,,,,,,,,,
3963,881106,9/10/2010,Senator John F. Kerry,Requests assistance with his pending appeal of an permanent residency application.,,,,,,,,,,,
3964,880534,9/1/2010,Congressman Jack Kingston,Information verification in the SAVE system,,,,,,,,,,,
3965,880997,9/9/2010,Congressman Jack Kingston,Customer is requesting assistance with getting a DL. The USCIS and system at DMV show a different status for (bl(6i,,,,,,,,,,,
3966,881735,9/17/2010,Congressman Jack Kingston,Writes on behalf of constituent(b)(Ci)    regarding his HAZMAT license.,,,,,,,,,,,
3967,,,,,,,,,,,,,,,
3968,,,,,,,,,,,,,,,
3969,881834,9/20/2010,Congressman Jack Kingston,Requests that the Department enter into a formal agreement with the Irwin County Detention Centerto to make it a designated facility for ICE detainees.,,,,,,,,,,,
3970,881030,9/9/2010,Congressman Larry Kissell,Customer is requesting assistance with the RFE for an 1-751,,,,,,,,,,,
3971,881235,9/10/2010,Congressman Jon Kyi,Writes on behalf of constituent ®®    regarding export certificates.,,,,,,,,,,,
3972,881274,9/13/2010,Senator Mary L. Landrieu,Write regarding the closure of the JPATS facility at England Airpark and the resulting economic loss to Central Louisiana.,,,,,,,,,,,
3973,882266,9/24/2010,Senator Mary L. Landrieu,Encourages the Department to submit a new request for consideratipn regarding funding for CBP's unaccompanied alien children program.,,,,,,,,,,,
3974,881271,9/13/2010,Senator Frank R. Lautenberg,writes recommending ®®    for membership on the NSTAC,,,,,,,,,,,
3975,882702,9/29/2010,Senator Patrick J. Leahy,Senator Leahy is writing to express his views on EB-5 Regional Centers policy.,,,,,,,,,,,
3976,881742,9/17/2010,Congressman George LeMieux,Customer is requesting assistance with an 1-730 for their two children in Haiti.,,,,,,,,,,,
3977,880960,9/8/2010,Congressman Joseph I. Lieberman,Express concerns regarding the Visa Security Program and the implementation of visa security enhancements.,,,,,,,,,,,
3978,,,,,,,,,,,,,,,
3979,,,,,,,,,,,,,,,
3980,881787,9/20/2010,Congressman Joseph I. Lieberman,"Requests expedited processing of <b)(6! applications for U.S. permanent resident status, employment auhtorization, and advance parole.",,,,,,,,,,,
3981,881621,9/16/2010,Congressman Frank A. LoBiondo,Status of an 1-1485 application,,,,,,,,,,,
3982,881141,9/10/2010,Congressman Nita M. Lowey,Customer is requesting the status of an appeal,,,,,,,,,,,
3983,881502,9/15/2010,Congressman Blaine Luetkemeyer,Customer is requesting the status of an 1-485 application,,,,,,,,,,,
3984,882073,9/22/2010,Congressman Blaine Luetkemeyer,Customer is requesting the status of an 1-130 on behalf of his wifee.,,,,,,,,,,,
3985,881028,9/9/2010,Congressman Richard G. Lugar,Customer is is requesting assistance with an N-565,,,,,,,,,,,
3986,881029,9/9/2010,Congressman Richard G. Lugar,"Duplicate: Customer is requesting immediate assistance with obtaining an I-171H form to proceed with their adoption of a child from china, they are scheduled to pick up their child Sept. 1 2010.",,,,,,,,,,,
3987,881041,9/9/2010,Congressman Richard G. Lugar,Customer is requesting HP for his wife and children.,,,,,,,,,,,
3988,,,,,,,,,,,,,,,
3989,,,,,,,,,,,,,,,
3990,881134,9/10/2010,Congressman Richard G. Lugar,Customer is requesting the status of an 1-601 waiver for his wife,,,,,,,,,,,
3991,882049,9/22/2010,Congressman Carolyn B. Maloney,Customer is requesting the status of an 1-360 application.,,,,,,,,,,,
3992,882058,9/22/2010,Congressman Betsy Markey,Customer is requesting the status of an 1-601 waiver for AA,,,,,,,,,,,
3993,882177,9/23/2010,Congressman Jim Marshall,Requests a formal agreement with ICE to make Irwin County Detention Center a designated facility for ICE detainees.,,,,,,,,,,,
3994,881738,9/17/2010,Congressman Doris O. Matsui,Requesting assistance with the immigration case status’s of Mr. and AW    |,,,,,,,,,,,
3995,881705,9/17/2010,Senator John McCain,Customer is requesting assistance with and 1-485 application,,,,,,,,,,,
3996,882160,9/23/2010,Senator John McCain,"Response to Sen. McCairp.s questions regarding border security and interior immigration enforcement at yesterday;,s Senate Homeland Security and Government Affairs Committee hearing on the current terrorism threat environment facing our Nation.",,,,,,,,,,,
3997,,,,,,,,,,,,,,,
3998,,,,,,,,,,,,,,,
3999,882738,9/28/2010,Senator John McCain,Constituent ®®    writes with concerns about undocumented workers on military bases,,,,,,,,,,,
4000,880614,9/2/2010,Congressman Carolyn McCarthy,Writes on behalf of his constituent ®®    regarding his personnel matter.,,,,,,,,,,,
4001,881046,9/9/2010,Congressman Carolyn McCarthy,Customer is requesting the status of an 1-765 application,,,,,,,,,,,
4002,881577,9/16/2010,Senator Claire McCaskill,Customer is requesting the status of her husband's 1-601 waiver.,,,,,,,,,,,
4003,881663,9/17/2010,Congressman Michael McCaul,status of an 1-765 application,,,,,,,,,,,
4004,881670,9/17/2010,Congressman Michael McCaul,Customer is requesting the status of an 1-485 application.,,,,,,,,,,,
4005,881728,9/17/2010,Congressman Michael McCaul,Expedite request of an 1-765 application,,,,,,,,,,,
4006,881741,9/17/2010,Congressman Michael McCaul,CUSTOMER IS REQUESTING ASSISTANCE WITH AN 1-765 APPLICATION,,,,,,,,,,,
4007,882035,9/22/2010,Congressman Michael McCaul,Customer is requesting that his 1-565 be expedited so that he may join the military officer school.,,,,,,,,,,,
4008,,,,,,,,,,,,,,,
4009,882333,9/27/2010,Congressman Michael McCaul,Customer is requesting the status of an 1-130 petition for family members,,,,,,,,,,,
4010,882720,9/29/2010,Senator Mitch McConnell,Recommends Norman T. Schenk for an appointment to the DHS Advisory Committee on Commerical Operations of Customs and Border Protection and Related Homeland Security Functions.,,,,,,,,,,,
4011,880734,9/3/2010,Congressman Jim McDermott,Writes on behalf of his constituent!^6’    who is experiencing problems with USCIS losing his citizenship documentation.,,,,,,,,,,,
4012,882076,9/22/2010,Congressman Cathy McMorris Rodgers,Customer is requesting assitance with providing their grandson with proof of citizenhsip,,,,,,,,,,,
4013,881649,9/17/2010,Congressman Philip A. McNamara,Letter to Senators Reid and McConnell offering support for the DREAM Act. Voluntary Paper,,,,,,,,,,,
4014,881526,9/15/2010,Congressman Gregory W. Meeks,Writes on beahlf of constituent(b)(b)    regarding bis request for a pardon.,,,,,,,,,,,
4015,881056,9/9/2010,Congressman John L. Mica,Re an 1-131 case,,,,,,,,,,,
4016,,,,,,,,,,,,,,,
4017,881049,9/9/2010,Senator Barbara A. Mikulski,"Customer is requesting assistance with bring their adopted child from Bethleham, Palestinian Territories",,,,,,,,,,,
4018,881053,9/9/2010,Senator Barbara A. Mikulski,Customer is requesting the status of a waiver application for (b)A (b)(6),,,,,,,,,,,
4019,881595,9/16/2010,Senator Barbara A. Mikulski,Customer is requesting the status of an 1-601 waiver,,,,,,,,,,,
4020,881722,9/17/2010,Senator Barbara A. Mikulski,Write regarding funding for aircraft for CBP's Air and Marine Program.,,,,,,,,,,,
4021,881803,9/20/2010,Senator Barbara A. Mikulski,Customer is requesting that his 1-485 application be aproved based off an approved 1-140.,,,,,,,,,,,
4022,881918,9/20/2010,Senator Barbara A. Mikulski,"Raises questions about t he impact of the oil dispersants that were used in the Deepwater Horizon oil spill on people, marine life, water quality and the food supply and whether the federal agencies are ignoring the potential impact of dispersants.",,,,,,,,,,,
4023,880630,9/2/2010,Congressman Candice S. Miller,Request update on the results of the Secure Border Initiative Network (SBInet) assessment.,,,,,,,,,,,
4024,,,,,,,,,,,,,,,
4025,882284,9/24/2010,Congressman Walt Minnick,"re: the requested expedited processing of an 1-601 waiver, through attorney, ®®    on 9/7/2010.",,,,,,,,,,,
4026,882476,9/28/2010,Congressman Walt Minnick,Customer is requesting assistance with his wife's K-l visa,,,,,,,,,,,
4027,881067,9/9/2010,Congressman James P. Moran,Customer is requesting the status of an 1-601 waiver.,,,,,,,,,,,
4028,881102,9/10/2010,Congressman James P. Moran,Customer is requesting the status of her husband's 1-601 waiver.,,,,,,,,,,,
4029,881153,9/10/2010,Congressman James P. Moran,Customer is requesting the status of an 1-601 waiver,,,,,,,,,,,
4030,881583,9/16/2010,Congressman James P. Moran,Customer is requesting the status of an 1-601 for his wife ®® (b)(6)    -,,,,,,,,,,,
4031,881734,9/17/2010,Congressman Scott Murphy,Customer is requesting assistance with an 1-130 petition on behalf of his wife.,,,,,,,,,,,
4032,,,,,,,,,,,,,,,
4033,,,,,,,,,,,,,,,
