first_name,last_name,LetterID,ID,agency,DATE,FROM,bioname,SUBJECT,TYPE,NOTES,ERROR
Kenny,MARCHANT,NA,1185,DOJ_CIV,2020-10-17,KENNY MARCHANT,"MARCHANT, Kenny",QUESTION RE WHAT ORGANIZATIONS ARE GETTING BOA CONSUMER RELIEF FUNDS,NA,NA,NA
NA,NA,NA,23,DOJ_CIV,2020-10-19,AL FRANKEN,,INVITING AG TO TESTIFY AT SUBCOMMITTEE,NA,NA,NA
NA,NA,NA,479,DOJ_CIV,2020-10-19,FRANK LAUTENBERG,,HELP WITH MALPRACTICE SUIT,NA,NA,NA
NA,NA,NA,611,DOJ_CIV,2020-10-19,JEFF MILLER,,MORTGAGE FRAUD,NA,NA,NA
Paul,GOSAR,NA,934,DOJ_CIV,2020-10-19,PAUL GOSAR,"GOSAR, Paul",LTR ON BEHALF OF(b) (6) REQUESTING THE STATUS OF HIS RECA CLAIM (CLAIM NO (b) (6) (b) (6,1,NA,NA
NA,NA,NA,478,DOJ_CIV,2020-10-20,ILEANA ROS-LEHTINEN,,INTER-AMERICAN CONVENTION ON LETTERS ROG,NA,NA,NA
Sean,DUFFY,NA,728,DOJ_CIV,2020-10-21,SEAN P. DUFFY,"DUFFY, Sean",ONLINE-SHORT TERM LENDERS,NA,NA,NA
John,THUNE,NA,742,DOJ_CIV,2020-10-21,JOHN THUNE,"THUNE, John",ALLEGED MEDICAL MALPRACTICE,NA,NA,NA
Peter,KING,NA,1179,DOJ_CIV,2020-10-21,PETER KING,"KING, Peter T.",VCF,NA,NA,NA
NA,NA,NA,741,DOJ_CIV,2020-10-22,BILL NELSON,,SOME SORT OF FRAUD,NA,NA,NA
Martha,McSALLY,NA,936,DOJ_CIV,2020-10-22,MARTHA MCSALLY,"McSALLY, Martha",LTR ON BEHALF OF(b) (6) REGARDING HIS MORTGAGE PAYMENTS WITH MORGAN CHASE BANK,1,NA,NA
Richard,BURR,NA,1174,DOJ_CIV,2020-10-22,RICHARD BURR,"BURR, Richard M.",CONSTITUENT REQUESTING AN ATTORNEY FOR HIS CIVIL CASE,1,NA,NA
Ann,KIRKPATRICK,NA,1177,DOJ_CIV,2020-10-22,ANN KIRKPATRICK,"KIRKPATRICK, Ann",RECA,NA,NA,NA
Peter,DeFAZIO,NA,316,DOJ_CIV,2020-10-23,PETER A. DEFAZIO,"DeFAZIO, Peter Anthony",RECA,NA,NA,NA
Robert,CASEY,NA,732,DOJ_CIV,2020-10-23,ROBERT CASEY,"CASEY, Robert (Bob), Jr.",RECA,NA,NA,NA
NA,NA,NA,948,DOJ_CIV,2020-10-23,JOHN MCCAIN,,LTR ON BEHALF OF(b) (6) REQUESTING AN INVESTIGATION INTO CRIMINAL AND CIVIL RIGHTS VIOLATION CARRIED OUT BY THE STATE OF ILLINOIS. SEE WF 3085966,1,NA,NA
NA,NA,NA,481,DOJ_CIV,2020-10-26,MARK PRYOR,,LITIGATION AGAINST BLM ARMY C ENGINEERS,NA,NA,NA
Elizabeth,WARREN,NA,937,DOJ_CIV,2020-10-26,ELIZABETH WARREN,"WARREN, Elizabeth",REQUESTING INFORMATION REGARDING THE STEPS SOCIAL SECURITY ADMINISTRATION IS TAKING TO ENSURE THE ACCOUNTING OF MARITAL STATUS AND ADMINISTER FEDERAL BENEFITS TO ALL INDIVIDUALS.,1,NA,NA
NA,NA,NA,482,DOJ_CIV,2020-10-27,BILL NELSON,,LOCAL POLICE WON T INVESTIGATE,NA,NA,NA
Charles,GRASSLEY,NA,1061,DOJ_CIV,2020-10-27,CHARLES GRASSLEY,"GRASSLEY, Charles Ernest",COMPLAINT AGAINST STATE DEPARTMENT,NA,NA,NA
Yvette,CLARKE,NA,938,DOJ_CIV,2020-10-28,YVETTE CLARKE,"CLARKE, Yvette Diane",LTR ON BEHALF OF(b) (6) REQUESTING ASSISTANCE REGARDING THE STATUS OF HIS 9/11 VICTIM COMPENSATION FUND,1,NA,NA
NA,NA,NA,731,DOJ_CIV,2020-10-29,MAZIE BILL ELIZABETH MARTIN SHELDON HIRONO NELSON WARREN HEINRICH WHITEHOUSE,,SETTLEMENT NEGOTIATIONS WITH JP MORGAN CHASE,NA,NA,NA
Bruce,WESTERMAN,NA,939,DOJ_CIV,2020-10-29,BRUCE WESTERMAN,"WESTERMAN, Bruce Eugene",EXPRESSING CONCERNS ON A CIVIL MATTER INVOLVING DELTIC TIMBER CORP THAT HAS BEEN PENDING WITH DOJ.,NA,NA,NA
NA,NA,NA,1178,DOJ_CIV,2020-10-29,RICHARD NUGENT,,VCF,NA,NA,NA
NA,NA,NA,1304,DOC_OS,2020-10-30,SENATOR DEBBIE STABKNOW (Mil,,"MW RAIL ITRfiETCAP. PRCJECT IN DETROIT Ml - M-2RAJL IS THE APPt,XANT",NA,NA,NA
NA,NA,NA,612,DOJ_CIV,2020-10-30,JEB HENSARLING,,RECA,NA,NA,NA
NA,NA,NA,736,DOJ_CIV,2020-10-30,DAVID VITTER,,RECA,NA,NA,NA
NA,NA,NA,1180,DOJ_CIV,2020-10-30,LOU BARLETTA,,VCF,NA,NA,NA
NA,NA,NA,734,DOJ_CIV,2020-10-31,RAUL ET AL RUIZ VELA SWALWELL ESTY GABBARD BARBER FOSTER SINEMA COSTA MENG CARTWRIGHT GARCIA CARDENAS MCLEOD,,AFFORDABLE CARE ACT FRAUD,NA,NA,NA
Deborah,STABENOW,NA,188,DOJ_CIV,2020-11-01,DEBBIE STABENOW,"STABENOW, Deborah Ann",INQUIRE/LEGAL/IRS/FRM AGNCY PARTNERSHIP,"NA","NA",NA
Tammy,BALDWIN,NA,305,DOJ_CIV,2020-11-01,TAMMY BALDWIN 2 OTHERS,"BALDWIN, Tammy",SETTLEMENT TALKS WITH MORTGAGE COMPANIES,NA,NA,NA
NA,NA,NA,490,DOJ_CIV,2020-11-01,BARBARA MIKULSKI,,PROSECUTION OF MORTGAGE FRAUD,5,NA,NA
Ron,JOHNSON,NA,616,DOJ_CIV,2020-11-01,RONALD H. JOHNSON,"JOHNSON, Ron",CRIMINAL ROBO SIGNING ON MORTGAGE,NA,NA,NA
NA,NA,NA,483,DOJ_CIV,2020-11-02,SAM FARR,,ENVIRONMENTAL VIOLATIONS BY COMPANY,NA,NA,NA
Rafael,CRUZ,NA,940,DOJ_CIV,2020-11-02,TED CRUZ,"CRUZ, Rafael Edward (Ted)",URGING THE AG TO TAKE SPECIFIC STEPS TO ENSURE THAT DOJ PRESERVES ALL OF ITS RS RELATED DOCUMENTS AND INFORMATION INDEFINITELY.,NA,NA,NA
NA,NA,NA,941,DOJ_CIV,2020-11-02,CHARLES DENT,,LTR ON BEHALF OF(b) (6) REGARDING FRAUDULENT FORECLOSURES AND HOMEOWNER EVICTIONS IN LEHIGH COUNTY PENNSYLVANIA. ADVISING THAT HER PROPERTY IS SCHEDULED FO SHERIFF SALE ON 11 20/15.,1,NA,NA
Robert,WITTMAN,NA,943,DOJ_CIV,2020-11-02,ROBERT WITTMAN,"WITTMAN, Robert J.",LTR ON BEHALF OF(b) (6) REQUESTING ASSISTNCE AND AN IVESTIGATION CONCERNING WHAT HE PRECEIVES AS AN INJUSTICE PRACTICE BY THE COURTS TO PURGE COURT RECORDS DENYING CITIZENS ACCESS TO HAVE THEIR CASE HEARD.,1,NA,NA
Robert,CASEY,NA,945,DOJ_CIV,2020-11-02,ROBERT CASEY JR,"CASEY, Robert (Bob), Jr.",ADVISING THAT DESPITE THE DECISION IN(b) (6) RULING ALLOWING SAME SEX MARRIAGES THROUGHOUT THE COUNTRY SOME OLDER COUPLES FACE CHALLENGES.,1,NA,NA
Martha,ROBY,NA,361,DOJ_CIV,2020-11-03,MARTHA ROBY,"ROBY, Martha","LTR ON BEHALF OF(b) (6) 
 REQUESTING COMPENSATION THROUGH THE SERVICEMEMBERS CIVIL RELIEF ACT PORTION OF
 THE 2012 NATIONAL MORTGAGE SETTLEMENT.",1,NA,NA
NA,NA,NA,942,DOJ_CIV,2020-11-04,JEFF FLAKE,,LTR REGARDING A REPORT DTD 11/2/2015 BY THE HILL INVOLV NG THE POTENTIAL PLANS TO CIRCUMVENT THE U.S. DISTRICTS COURT'S PRELIMINARY INJUCT ON IN THE CASE OF TEXAS VS. UNITED STATES.,NA,NA,NA
NA,NA,NA,1094,DOJ_CIV,2020-11-04,CARL LEVIN,,PERSONAL PROTECTION ORDER,NA,NA,NA
Terri,SEWELL,NA,37,DOJ_CIV,2020-11-05,TERRI SEWELL,"SEWELL, Terri",WOMEN HISPANIC FARMERS,NA,NA,NA
Larry,BUCSHON,NA,618,DOJ_CIV,2020-11-05,LARRY BUCSHON,"BUCSHON, Larry",THEFT OF UNION PENSION MONEY,NA,NA,NA
Richard,DURBIN,NA,944,DOJ_CIV,2020-11-05,RICHARD DURBIN,"DURBIN, Richard Joseph",LTR REGARDING THE RESPONSE DOJ PROVIDED TO THE LTR DTD 5/5/2015 REQUESTING AN INVESTIGATION INTO THE MISCONDUCT OF THE RECENTLY FAILED FOR-PROFIT EDUCATION COMPANY CORINTHIAN COLLEGES INC.,1,NA,NA
Tom,GRAVES,NA,946,DOJ_CIV,2020-11-05,TOM GRAVES,"GRAVES, Tom",LTR ON BEHALF OF(b) (6) ALLEGING SHE IS TO RECEIVE A SETTLEMENT AGREEMENT CHECK FROM THE WELLS FARGO ADA LAWSUIT ON BEHALF OF HER DECEASED HUSBAND (b) (6 (b) (6),1,NA,NA
NA,NA,NA,1186,DOJ_CIV,2020-11-05,RICHARD HANNA,,DOJ'S IMPLEMENTATION OF THE CIVILIAN SERVICE RECOGNITION ACT,NA,NA,NA
Dianne,FEINSTEIN,NA,1188,DOJ_CIV,2020-11-05,DIANNE FEINSTEIN,"FEINSTEIN, Dianne",REQUESTING DOD/DOJ PROVIDE SEN INTEL CMTE W/ GTMO FORCED FEEDING VIDEOS,1,NA,NA
NA,NA,NA,1189,DOJ_CIV,2020-11-05,BILL NELSON,,VCF CLAIM RE(b) (6) (SEE RELATED WF 2920 56),1,NA,NA
Raul,GRIJALVA,NA,1,DOI_BSEE,2020-11-06,Rep. Raul Grijalva,"GRIJALVA, Raúl M.",Atlantis investigation followup,5,"BP Atlantis safety, related to Deepwater Horizon",NA
Tammy,BALDWIN,NA,947,DOJ_CIV,2020-11-06,TAMMY BALDWIN,"BALDWIN, Tammy",LTR EXPRESSING CONCERNS REGARDING IMPROPER ACTIVITY INVOLVING FEDERAL FUNDS PROVIDED TO WISCONSIN ECONOMIC DEVELOPMENT (WEDC) THROUGH THE AMERICAN REINVESTMENT AND RECOVERY ACT (ARRA).,NA,NA,NA
Rob,WOODALL,NA,337,DOJ_CIV,2020-11-07,ROBERT WOODALL,"WOODALL, Rob",RECA,NA,NA,NA
Ronald,WYDEN,NA,338,DOJ_CIV,2020-11-07,RON WYDEN,"WYDEN, Ronald Lee",JP MORGAN SETTLEMENT (TAX DEDUCTABILITY OF SETTTLEMENT PAYMENTS),NA,NA,NA
Charles,GRASSLEY,NA,735,DOJ_CIV,2020-11-07,CHARLES GRASSLEY,"GRASSLEY, Charles Ernest",EXEMPTIONS FROM ANTI-FRAUD PROVISIONS FOR AFFORDABLE CARE ACT,NA,NA,NA
NA,NA,NA,1190,DOJ_CIV,2020-11-07,DARRELL ISSA,,QUESTION RE OVERSIGHT OF GOVT USE OF COPYRIGHTED MATERIAL,NA,NA,NA
NA,NA,NA,306,DOJ_CIV,2020-11-08,FRANK LAUTENBERG/5 OTHERS,,WARNING LABELS ON CIGARETTES,NA,NA,NA
NA,NA,NA,484,DOJ_CIV,2020-11-08,BARBARA MIKULSKI,,CONCERNS ABOUT FEDERAL CONTRACTOR,NA,NA,NA
Mark,WARNER,NA,516,DOJ_CIV,2020-11-08,MARK WARNER,"WARNER, Mark",US COPYRIGHT LAW,NA,NA,NA
NA,NA,NA,737,DOJ_CIV,2020-11-08,DAN MAFFEI,,CONSTITUENT WANTS TO FILE CLAIM FOR VACCINE INJURY COMPENSATION (VICP),1,NA,NA
NA,NA,NA,739,DOJ_CIV,2020-11-08,MARK UDALL,,SAME SEX MARRIAGE (b) (6) DECISION,1,NA,NA
NA,NA,NA,485,DOJ_CIV,2020-11-09,TODD RUSSELL PLATTS,,DEFAULT OF STUDENT LOAN,NA,NA,NA
NA,NA,NA,614,DOJ_CIV,2020-11-09,THOMAS J. ROONEY,,RECA,NA,NA,NA
Martin,HEINRICH,NA,615,DOJ_CIV,2020-11-09,MARTIN HEINRICH,"HEINRICH, Martin",RECA,NA,NA,NA
Charles,GRASSLEY,NA,949,DOJ_CIV,2020-11-10,CHARLES GRASSLEY,"GRASSLEY, Charles Ernest","LTR FROM CHMN GRASSLEY JUDICIARY COMTE WRITING FURTHER TO RENEW HIS REQUEST TO DOJ TO PUBLICLY DISCLOSE THE LEGAL ADVICE THAT IT PROVIDED TO OBAMA ADMINISTRATION RELATED TO THE JUNE 201 TRANSFER OF FIVE SENIOR TALIBAN LEADERS FROM GUANTANAMO BAY IN EXCHANGE FOR U S. ARMY SERGEANT
 (b) (6)",1,NA,NA
NA,NA,NA,1093,DOJ_CIV,2020-11-10,JOHN MCCAIN,,COMPLAINT ABOUT BANK DIVORCE CASE,NA,NA,NA
James,McGOVERN,NA,1095,DOJ_CIV,2020-11-10,JAMES P. MCGOVERN,"McGOVERN, James P.",BUREAU OF WAR RISK INSURANCE,NA,NA,NA
Austin,SCOTT,NA,1183,DOJ_CIV,2020-11-10,AUSTIN SCOTT,"SCOTT, Austin",STATUS OF CPB CASE AGAINST HIS CONSTITUENT,NA,NA,NA
Brian,HIGGINS,NA,1193,DOJ_CIV,2020-11-10,BRIAN HIGGINS,"HIGGINS, Brian",VCF CLAIM STATUS,1,NA,NA
Dianne,FEINSTEIN,NA,1195,DOJ_CIV,2020-11-10,DIANNE FEINSTEIN,"FEINSTEIN, Dianne",ADVOCACY FOR CONSUMER RIGHTS COMPLAINT RE ADMIN TORT DENIAL,NA,NA,NA
Raul,RUIZ,NA,1196,DOJ_CIV,2020-11-10,RAUL RUIZ,"RUIZ, Raul",CONSUMER ADVOCACY ADMIN TORT DENIAL,NA,NA,NA
NA,NA,NA,257,NWTRB,2020-11-10,"Martin Malsch; Egan, Fitzpatrick, Malsch & La wrence, PLLC",,"Lessons Learned from Yucca Mountain: How to Improve the Process in the United States for Developing Facilities for Geologic Disposal of Used Nuclear Reactor Fuel and
High-Level Radioactive Waste",NA,NA,NA
NA,NA,NA,738,DOJ_CIV,2020-11-12,BARBARA A. MIKULSKI,,9/11 VICTIMS COMPENSATION FUND (VCF),NA,NA,NA
NA,NA,NA,740,DOJ_CIV,2020-11-13,CAROLYN MCCARTHY,,9/11 VICTIMS COMPENSATION FUND (VCF),NA,NA,NA
John,SHIMKUS,NA,755,DOJ_CIV,2020-11-13,JOHN M. SHIMKUS,"SHIMKUS, John M.",TAX COLLECTION CASE AGAINST CONSTITUENT,NA,NA,NA
Emanuel,CLEAVER,NA,1303,DOC_OS,2020-11-14,"REPRESENTATIVE EMANUEL CLEAVER, ll (MO)","CLEAVER, Emanuel, II",SUPPORT LETTER - IS CHALLENGE-THE UNIVERSITY OF MISSOURI KANSAS CITY (UMKO'S GRANT APPLICATION,NA,NA,NA
Rob,WOODALL,NA,1192,DOJ_CIV,2020-11-14,ROBERT WOODALL,"WOODALL, Rob",RECA,NA,NA,NA
NA,NA,NA,1298,DOC_OS,2020-11-15,Aaron Schock,,NA,NA,NA,NA
Brad,SHERMAN,NA,745,DOJ_CIV,2020-11-15,BRAD SHERMAN,"SHERMAN, Brad",ONLINE SHORT-TERM LENDERS,NA,NA,NA
Raul,GRIJALVA,NA,362,DOJ_CIV,2020-11-18,RAUL GRIJALVA,"GRIJALVA, Raúl M.",EXPRESSING CONCERNS ABOUT THE RECENTLY ANNOUNCED SETTLEMENT BETWEEN DOJ BRITISH PETROLEUM (BP) AND FIVE STATES OF THE GULF COAST.,NA,NA,NA
NA,NA,NA,1089,DOJ_CIV,2020-11-18,MITCH/JON MCCONNELL/KYL,,JUST CE KAGAN CONFLICT OF INTERSEST,NA,NA,NA
NA,NA,NA,1091,DOJ_CIV,2020-11-18,CHUCK/MIKE GRASSLEY/LEE,,JUST CE KAGAN CONFLICT OF INTERSEST,NA,NA,NA
NA,NA,NA,1096,DOJ_CIV,2020-11-18,ED PASTOR,,MED CARE FRAUD HOSPICE FAMILY CARE,NA,NA,NA
Roger,WICKER,NA,1187,DOJ_CIV,2020-11-18,ROGER WICKER,"WICKER, Roger F.",STATUS OF(b) (6) ADMIN TORT CLAIM,1,NA,NA
Roy,BLUNT,NA,753,DOJ_CIV,2020-11-19,ROY BLUNT,"BLUNT, Roy",RECA,NA,NA,NA
Johnny,ISAKSON,NA,950,DOJ_CIV,2020-11-19,JOHNNY ISAKSON,"ISAKSON, Johnny","LTR ON BEHALF OF(b) (6) REQUEST NG STATUS OF THE 9/11 VICTIM COMPENSATION FUND
 CLAIM HE FILED IN 1/2011. SEE WF 3026991 & 2796702.",1,NA,NA
NA,NA,NA,952,DOJ_CIV,2020-11-19,MIKE POMPEO,,"LTR EXPRESSING GREAT CONCERNS OF THE PRESIDENT ORDERING A TRANSFER OF DETAINEES CURRENTLY HELD AT GUANTANAMO BAY TO THE
 U.S. VIA AN EXECUTIVE ORDER.",NA,NA,NA
NA,NA,NA,828,DOJ_CIV,2020-11-20,MICHAEL FITZPATRICK,,RECA,NA,NA,NA
Martin,HEINRICH,NA,1197,DOJ_CIV,2020-11-20,MARTIN HEINRICH,"HEINRICH, Martin",RECA,NA,NA,NA
NA,NA,NA,1198,DOJ_CIV,2020-11-20,PALLONE FRANK,,VCF,NA,NA,NA
NA,NA,NA,2016,DOD_OSDJS,2020-11-21," SARBANES, J
MOCMILLER C",,"MICHAEL  HENSLEY'S  CONCERNS  REGARDING  GAS PRICES  IN OKINA\VA
CONCERNS  OVER PLANNED  FUNDING  FOR COMBAT  VEHICLES  IN DRAFT  OF",1,NA,NA
Carolyn,MALONEY,NA,38,DOJ_CIV,2020-11-21,CAROLYN MALONEY,"MALONEY, Carolyn Bosher",COPYRIGHT INFRINGEMENT,NA,NA,NA
NA,NA,NA,836,DOJ_CIV,2020-11-21,MIKE COFFMAN,,"QUESTIONING VA ACTION TO BUILD AMPHITHEATER IN WEST LA IN LIGHT OF RULING IN
 (b) (6)",1,NA,NA
William,KEATING,NA,1097,DOJ_CIV,2020-11-21,WILLIAM KEATING,"KEATING, William R.",CONSTITUENT FIRED FROM OSHA,NA,NA,NA
NA,NA,NA,1090,DOJ_CIV,2020-11-22,LAMAR SMITH,,JUST CE KAGAN CONFLICT OF INTERSEST,NA,NA,NA
NA,NA,NA,1092,DOJ_CIV,2020-11-22,TRENT FRANKS,,INVESTIGATION INTO FRAUD ASBESTOS CLAIMS,1,NA,NA
NA,NA,NA,499,DOJ_CIV,2020-11-23,JULIE DAUM,,ENCLOSING COPY OF REPORT,NA,NA,NA
NA,NA,NA,877,DOJ_CIV,2020-11-24,VINCENT GRAY,,SNFS AND LTACHS IN DC,NA,NA,NA
NA,NA,NA,1194,DOJ_CIV,2020-11-25,BOB/JEB GOODLATTE/HENSARLING,,HJC AND FINANCIAL SERVICES CHMN REQUESTING INFO RE CONSUMER RELIEF IN MORTGAGE SETTLEMENTS,1,NA,NA
Jeanne,SHAHEEN,NA,746,DOJ_CIV,2020-11-26,JEANNE SHAHEEN,"SHAHEEN, Jeanne",(b) (6) IMPLEMENTATION AT SOCIAL SECURITY ADMINISTRATION,1,NA,NA
Theodore,DEUTCH,NA,617,DOJ_CIV,2020-11-27,THEODORE DEUTCH,"DEUTCH, Theodore E. (Ted)",RECA,NA,NA,NA
NA,NA,NA,747,DOJ_CIV,2020-11-27,STEVE ISRAEL,,SEPTEMBER 11TH VICTIMS COMPENSATION FUND (VCF),NA,NA,NA
Michael,TURNER,NA,323,DOJ_CIV,2020-11-28,MICHAEL TURNER,"TURNER, Michael R.",CHAPMAN LAW FIRM V. USA,NA,NA,NA
NA,NA,NA,622,DOJ_CIV,2020-11-28,ANDER CRENSHAW,,SERVICEMEMBERS CIVIL RELIEF ACT,NA,NA,NA
NA,NA,NA,630,DOJ_CIV,2020-11-28,RICHARD BENJAMIN CARL PATRICK LUGAR CARDIN LEV N LEAHY,,AMICUS BRIEF FOR CARDIN-LUGAR AMENDMENT,NA,NA,NA
NA,NA,NA,509,DOJ_CIV,2020-11-29,JIM DEMINT,,VIOLATIONS OF STARK LAW,NA,NA,NA
NA,NA,NA,651,DOJ_CIV,2020-11-29,MICHAEL MICHAUD,,PROJECT JOLT - JAMAICAN TELEMARKETING SCAM,NA,NA,NA
NA,NA,NA,489,DOJ_CIV,2020-11-30,MARK STEVEN KIRK,,CRIMES COMMITTED BY LOCAL GOVERNMENT,NA,NA,NA
Mark,WARNER,NA,623,DOJ_CIV,2020-11-30,MARK WARNER,"WARNER, Mark",NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
David,SCOTT,NA,751,DOJ_CIV,2020-11-30,DAVID SCOTT,"SCOTT, David",BLACK FARMERS CASE,NA,NA,NA
Elizabeth,WARREN,NA,953,DOJ_CIV,2020-11-30,ELIZABETH WARREN,"WARREN, Elizabeth",LTR EXPRESSING CONCERS REGARDING THE SETTLEMENT WITH THE FOR-PROFIT COLLEGE COMPANY EDUCAITON MANAGEMENT CORPORATION (EDMC) WHICH OPERATES THE ART INSTITUTES ARGOSY BROWN MACKIE AND OTHER FOR -PROFIT COLLEGES.,NA,NA,NA
Thomas,UDALL,NA,955,DOJ_CIV,2020-11-30,TOM UDALL,"UDALL, Thomas (Tom)",LTR ON BEHALF O (b) (6) REQUESTING ASSISTANCE REGARDING HIS BROTHER (b) (6) (b) (6) FOR RECOGNITION INCLUSION AND POSSIBLE COMPENSATION UNDER THE RECENT DOWN-WINDER DELIBERATIONS.,1,NA,NA
Frank,PALLONE,NA,363,DOJ_CIV,2020-12-01,FRANK PALLONE JR.,"PALLONE, Frank, Jr.",(REC D FROM OLA VIA EMAIL) LTR ON BEHALF OF (b) (6) REQUESTING ASSISTANCE CONCERNING THE STATUS OF HIS CLAIM FOR VICTIMS COMPENSAT ON FUNDS (VCF0035675) (NOTE NO RECORD OF CORRES IN ES),1,NA,NA
NA,NA,NA,487,DOJ_CIV,2020-12-01,JON KYL,,RECA,NA,NA,NA
NA,NA,NA,488,DOJ_CIV,2020-12-01,PATRCK TOOMEY,,CARRIER SOLUTIONS RISK RETENTION GROUP,NA,NA,NA
NA,NA,NA,494,DOJ_CIV,2020-12-01,DARRELL/ELIJAH ISSA/CUMMINGS,,MED CARE FRAUD BY MAXIM HEALTHCARE,NA,NA,NA
NA,NA,NA,495,DOJ_CIV,2020-12-01,TODD RUSSELL/EDOLPHUS PLATTS/TOWNS,,MED CARE FRAUD BY MAXIM HEALTHCARE,NA,NA,NA
NA,NA,NA,954,DOJ_CIV,2020-12-01,JASON CHAFFETZ,,LTR FROM CHMAN CHAFFETZ OVERSIGHT AND GOVERNMENT REFORM COMTE ADVISING THAT THE AG WAS QUESTIONED AT A HEARING HELD ON 11/17/2015 ABOUT DOJ'S INVESTIGATION INTO THE IRS'S DESTRUCT ON OF 22 BACKUP TAPES THAT LIKELY CONTAINED LOS LERNER EMAILS. STATES THAT THE COMTE'S EFFORTS CONT NUE TO ENSUSRE THAT THOSE RESPONSIBLE ARE HELD ACCOUNTABLE.,5,NA,NA
NA,NA,NA,958,DOJ_CIV,2020-12-01,FRANK LOBIONDO,,"LTR ON BEHALF OF(b) (6) 
 REQUESTING ASSISTANCE REGARDING WELLS FARGO BANK AND THE STUDENT LOAN SHE CO-
 SIGNED FOR HER GRANDDAUGHTER (b) (6) 
 WF #313 070",1,NA,NA
NA,NA,NA,1098,DOJ_CIV,2020-12-01,TREY/DANNY GOWDY/DAVIS,,MED CARE FRAUD BY MAXIM HEALTHCARE,NA,NA,NA
Robert,MENENDEZ,NA,503,DOJ_CIV,2020-12-02,ROBERT MENENDEZ,"MENENDEZ, Robert",WRONGFUL DEATH CASE,NA,NA,NA
NA,NA,NA,764,DOJ_CIV,2020-12-02,J. RANDY FORBES/OTHERS,,(b) (6) CASE RELIGIOUS FREEDOM,1,NA,NA
Mazie,HIRONO,NA,960,DOJ_CIV,2020-12-02,MAZIE HIRONO,"HIRONO, Mazie","LTR ON BEHALF OF(b) (6) REQUESTING ASSISTANCE REGARDING PROPERTY HE
 PURCHASED IN HONOLULU HI FROM THE CITY OF MUNICIPALITY OF BREMEN GERMANY.",1,NA,NA
NA,NA,NA,750,DOJ_CIV,2020-12-03,LAMAR SMITH,,RECA,NA,NA,NA
NA,NA,NA,748,DOJ_CIV,2020-12-04,ORRIN HATCH,,RECA,NA,NA,NA
NA,NA,NA,758,DOJ_CIV,2020-12-04,SAXBY CHAMBLISS,,VARIOUS ISSUES AT EASTERN AIRL NES IN 1980S (LABOR DISPUTE CRIMINAL ACTIVITY AIRPLANE SAFETY),NA,NA,NA
NA,NA,NA,956,DOJ_CIV,2020-12-04,BILL NELSON,,LTR EXPRESSING CONCERNS REGARDING THE PROPOSED CONSENT DECREE TO RESOLVE CIVIL CLAIMS AGAINST BP FOR ITS ROLE IN THE DEEPWATER HORIZON OIL SP LL.,1,NA,NA
Robert,CASEY,NA,308,DOJ_CIV,2020-12-05,ROBERT CASEY,"CASEY, Robert (Bob), Jr.",CARRIER SOLUTIONS RISK RETENTION GROUP,NA,NA,NA
NA,NA,NA,310,DOJ_CIV,2020-12-05,DAN BOREN,,RADIATION EXPOSURE COMPENSATION RECA,NA,NA,NA
Robert,CASEY,NA,497,DOJ_CIV,2020-12-05,ROBERT CASEY,"CASEY, Robert (Bob), Jr.",CARRIER SOLUTIONS RISK RETENTION GROUP,NA,NA,NA
NA,NA,NA,628,DOJ_CIV,2020-12-05,CARL LEV N,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,774,DOJ_CIV,2020-12-05,DOC HASTINGS,,"VA DISABILITY BENEFITS FOR SAME-SEX SPOUSE
 (b) (6) )",1,NA,NA
Robert,CASEY,NA,307,DOJ_CIV,2020-12-06,ROBERT CASEY,"CASEY, Robert (Bob), Jr.",CARRIER SOLUTIONS RISK RETENTION GROUP,NA,NA,NA
Patrick,LEAHY,NA,619,DOJ_CIV,2020-12-06,PATRICK LEAHY,"LEAHY, Patrick Joseph",TWO FALSE CLAIMS ACT CASES,1,NA,NA
Steve,DAINES,NA,752,DOJ_CIV,2020-12-06,STEVE DAINES,"DAINES, Steve",ONLINE SHORT-TERM LENDERS INDIAN COUNTRY OPERATION CHOKE POINT,NA,NA,NA
Paul,GOSAR,NA,754,DOJ_CIV,2020-12-06,PAUL A. GOSAR,"GOSAR, Paul",RECA,NA,NA,NA
NA,NA,NA,372,DOJ_CIV,2020-12-07,JO BONNER,,PROBLEMS W/ GCCF,NA,NA,NA
NA,NA,NA,491,DOJ_CIV,2020-12-07,LOUISE SLAUGHTER,,PATENT CASE (NO US NVOLVEMENT),NA,NA,NA
NA,NA,NA,667,DOJ_CIV,2020-12-07,JACK KINGSTON,,INDEPENDENT FORECLOSURE REVIEW,NA,NA,NA
Robert,CASEY,NA,309,DOJ_CIV,2020-12-08,ROBERT CASEY,"CASEY, Robert (Bob), Jr.",CARRIER SOLUTIONS RISK RETENTION GROUP,NA,NA,NA
Robert,CASEY,NA,492,DOJ_CIV,2020-12-08,ROBERT CASEY,"CASEY, Robert (Bob), Jr.",CARRIER SOLUTIONS RISK RETENTION GROUP,NA,NA,NA
NA,NA,NA,284,DOJ_CIV,2020-12-09,BILL NELSON,,ALLEG NG CRIM NAL ACTIVITY,NA,NA,NA
