LetterID,ID,DATE,year,congress,FROM,pattern,bioname,agency,SUBJECT,TYPE,ALT_TYPE,CERTAINTY,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES,ERROR,first_name,first_initial,common_name,middle_name,middle_initial,last_name,id,icpsr,party_code,cqlabel,state,state_abbrev,chamber,bioImgURL,seo_name,district_code,party_name,nominate.dim2,nominate.dim1,nominate.geo_mean_probability,party_size,maiden_name,first_last,first_maiden,common_last,first_middle_last,first_initial_last,common_middle_last,common_initial_last,last_comma_first,first_maiden_last,common_maiden_last,firstinitial_middleinitial_last,last_comma_initial,last_comma_commoninitial,last_comma_common,last_comma_first_maiden,chamber_last,n
NA,29936,2016-01-05,2016,114,"Young, D.","david young|dave young|young, david|^young, d$|young, dave","YOUNG, David",VA,Reimbursement for dental work related to cancer surgery,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,David,D,Dave,NA,NA,YOUNG,MH11421521,21521,200,(IA-03),iowa,IA,House,021521.jpg,david-young,3,Republican Party,-0.038,0.442,0.8799011552008048,251,404error,David YOUNG,404error,Dave YOUNG,404error,404error,404error,404error,"YOUNG, David",404error,404error,404error,"^YOUNG, D$","^YOUNG, D$","YOUNG, Dave",404error,NA,1
NA,29937,2016-01-05,2016,114,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Reimbursement for dental work related to cancer surgery,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11414066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.8492065603662585,251,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,29972,2016-01-07,2016,114,"Young, D.","david young|dave young|young, david|^young, d$|young, dave","YOUNG, David",VA,Denial letter Ed services,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,David,D,Dave,NA,NA,YOUNG,MH11421521,21521,200,(IA-03),iowa,IA,House,021521.jpg,david-young,3,Republican Party,-0.038,0.442,0.8799011552008048,251,404error,David YOUNG,404error,Dave YOUNG,404error,404error,404error,404error,"YOUNG, David",404error,404error,404error,"^YOUNG, D$","^YOUNG, D$","YOUNG, Dave",404error,NA,1
NA,29973,2016-01-07,2016,114,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Denial letter Ed services,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11414066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.8492065603662585,251,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,30226,2016-01-28,2016,114,"Young, D.","david young|dave young|young, david|^young, d$|young, dave","YOUNG, David",VA,VA disability checks,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,David,D,Dave,NA,NA,YOUNG,MH11421521,21521,200,(IA-03),iowa,IA,House,021521.jpg,david-young,3,Republican Party,-0.038,0.442,0.8799011552008048,251,404error,David YOUNG,404error,Dave YOUNG,404error,404error,404error,404error,"YOUNG, David",404error,404error,404error,"^YOUNG, D$","^YOUNG, D$","YOUNG, Dave",404error,NA,1
NA,30227,2016-01-28,2016,114,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,VA disability checks,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11414066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.8492065603662585,251,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,30294,2016-02-02,2016,114,"Young, D.","david young|dave young|young, david|^young, d$|young, dave","YOUNG, David",VA,RONA request,NA,NA,NA,NA,NA,NA,Multiple Young's FOIA,NA,David,D,Dave,NA,NA,YOUNG,MH11421521,21521,200,(IA-03),iowa,IA,House,021521.jpg,david-young,3,Republican Party,-0.038,0.442,0.8799011552008048,251,404error,David YOUNG,404error,Dave YOUNG,404error,404error,404error,404error,"YOUNG, David",404error,404error,404error,"^YOUNG, D$","^YOUNG, D$","YOUNG, Dave",404error,NA,1
NA,30295,2016-02-02,2016,114,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,RONA request,NA,NA,NA,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11414066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.8492065603662585,251,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,30392,2016-02-09,2016,114,"Young, D.","david young|dave young|young, david|^young, d$|young, dave","YOUNG, David",VA,GI Bill benefits and debt issues,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,David,D,Dave,NA,NA,YOUNG,MH11421521,21521,200,(IA-03),iowa,IA,House,021521.jpg,david-young,3,Republican Party,-0.038,0.442,0.8799011552008048,251,404error,David YOUNG,404error,Dave YOUNG,404error,404error,404error,404error,"YOUNG, David",404error,404error,404error,"^YOUNG, D$","^YOUNG, D$","YOUNG, Dave",404error,NA,1
NA,30393,2016-02-09,2016,114,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,GI Bill benefits and debt issues,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11414066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.8492065603662585,251,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,30397,2016-02-09,2016,114,"Young, D.","david young|dave young|young, david|^young, d$|young, dave","YOUNG, David",VA,Follow-up:  reimbursement for dental work related to cancer surgery,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,David,D,Dave,NA,NA,YOUNG,MH11421521,21521,200,(IA-03),iowa,IA,House,021521.jpg,david-young,3,Republican Party,-0.038,0.442,0.8799011552008048,251,404error,David YOUNG,404error,Dave YOUNG,404error,404error,404error,404error,"YOUNG, David",404error,404error,404error,"^YOUNG, D$","^YOUNG, D$","YOUNG, Dave",404error,NA,1
NA,30398,2016-02-09,2016,114,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Follow-up:  reimbursement for dental work related to cancer surgery,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11414066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.8492065603662585,251,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,30428,2016-02-11,2016,114,"Rogers, M.","mike rogers|mike dennis rogers|mike d rogers|michael rogers|michael dennis rogers|michael d rogers|rogers, mike|^rogers, m$|rogers, michael|m d rogers","ROGERS, Mike Dennis",VA,Construction complaint against VA,1,2,3,NA,NA,NA,Multiple Rogers' FOIA,NA,Mike,M,Michael,Dennis,D,ROGERS,MH11420301,20301,200,(AL-03),alabama,AL,House,020301.jpg,mike-dennis-rogers,3,Republican Party,0.457,0.352,0.8839376217739167,251,404error,Mike ROGERS,404error,Michael ROGERS,Mike Dennis ROGERS,Mike D ROGERS,Michael Dennis ROGERS,Michael D ROGERS,"ROGERS, Mike",404error,404error,M D ROGERS,"^ROGERS, M$","^ROGERS, M$","ROGERS, Michael",404error,NA,1
NA,30499,2016-02-18,2016,114,"Rogers, M.","mike rogers|mike dennis rogers|mike d rogers|michael rogers|michael dennis rogers|michael d rogers|rogers, mike|^rogers, m$|rogers, michael|m d rogers","ROGERS, Mike Dennis",VA,Navy tort claim and VA appeal (rec'd from Navy),1,NA,1,NA,NA,NA,Multiple Rogers' FOIA,NA,Mike,M,Michael,Dennis,D,ROGERS,MH11420301,20301,200,(AL-03),alabama,AL,House,020301.jpg,mike-dennis-rogers,3,Republican Party,0.457,0.352,0.8839376217739167,251,404error,Mike ROGERS,404error,Michael ROGERS,Mike Dennis ROGERS,Mike D ROGERS,Michael Dennis ROGERS,Michael D ROGERS,"ROGERS, Mike",404error,404error,M D ROGERS,"^ROGERS, M$","^ROGERS, M$","ROGERS, Michael",404error,NA,1
NA,30583,2016-02-25,2016,114,"Rogers, M.","mike rogers|mike dennis rogers|mike d rogers|michael rogers|michael dennis rogers|michael d rogers|rogers, mike|^rogers, m$|rogers, michael|m d rogers","ROGERS, Mike Dennis",VA,Problems with Choice Program,1,NA,1,NA,NA,NA,Multiple Rogers' FOIA,NA,Mike,M,Michael,Dennis,D,ROGERS,MH11420301,20301,200,(AL-03),alabama,AL,House,020301.jpg,mike-dennis-rogers,3,Republican Party,0.457,0.352,0.8839376217739167,251,404error,Mike ROGERS,404error,Michael ROGERS,Mike Dennis ROGERS,Mike D ROGERS,Michael Dennis ROGERS,Michael D ROGERS,"ROGERS, Mike",404error,404error,M D ROGERS,"^ROGERS, M$","^ROGERS, M$","ROGERS, Michael",404error,NA,1
NA,30869,2016-03-16,2016,114,"Young, D.","david young|dave young|young, david|^young, d$|young, dave","YOUNG, David",VA,Billing issues,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,David,D,Dave,NA,NA,YOUNG,MH11421521,21521,200,(IA-03),iowa,IA,House,021521.jpg,david-young,3,Republican Party,-0.038,0.442,0.8799011552008048,251,404error,David YOUNG,404error,Dave YOUNG,404error,404error,404error,404error,"YOUNG, David",404error,404error,404error,"^YOUNG, D$","^YOUNG, D$","YOUNG, Dave",404error,NA,1
NA,30870,2016-03-16,2016,114,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Billing issues,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11414066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.8492065603662585,251,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,31065,2016-03-30,2016,114,"Young, D.","david young|dave young|young, david|^young, d$|young, dave","YOUNG, David",VA,Request for 1095-B,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,David,D,Dave,NA,NA,YOUNG,MH11421521,21521,200,(IA-03),iowa,IA,House,021521.jpg,david-young,3,Republican Party,-0.038,0.442,0.8799011552008048,251,404error,David YOUNG,404error,Dave YOUNG,404error,404error,404error,404error,"YOUNG, David",404error,404error,404error,"^YOUNG, D$","^YOUNG, D$","YOUNG, Dave",404error,NA,1
NA,31066,2016-03-30,2016,114,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Request for 1095-B,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11414066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.8492065603662585,251,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,31122,2016-04-04,2016,114,"Young, D.","david young|dave young|young, david|^young, d$|young, dave","YOUNG, David",VA,Follow-up:  request for 1095-B,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,David,D,Dave,NA,NA,YOUNG,MH11421521,21521,200,(IA-03),iowa,IA,House,021521.jpg,david-young,3,Republican Party,-0.038,0.442,0.8799011552008048,251,404error,David YOUNG,404error,Dave YOUNG,404error,404error,404error,404error,"YOUNG, David",404error,404error,404error,"^YOUNG, D$","^YOUNG, D$","YOUNG, Dave",404error,NA,1
NA,31123,2016-04-04,2016,114,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Follow-up:  request for 1095-B,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11414066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.8492065603662585,251,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,31198,2016-04-08,2016,114,"Rogers, M.","mike rogers|mike dennis rogers|mike d rogers|michael rogers|michael dennis rogers|michael d rogers|rogers, mike|^rogers, m$|rogers, michael|m d rogers","ROGERS, Mike Dennis",VA,Employment issues,1,NA,1,NA,NA,NA,Multiple Rogers' FOIA,NA,Mike,M,Michael,Dennis,D,ROGERS,MH11420301,20301,200,(AL-03),alabama,AL,House,020301.jpg,mike-dennis-rogers,3,Republican Party,0.457,0.352,0.8839376217739167,251,404error,Mike ROGERS,404error,Michael ROGERS,Mike Dennis ROGERS,Mike D ROGERS,Michael Dennis ROGERS,Michael D ROGERS,"ROGERS, Mike",404error,404error,M D ROGERS,"^ROGERS, M$","^ROGERS, M$","ROGERS, Michael",404error,NA,1
NA,31236,2016-04-12,2016,114,"Young, D.","david young|dave young|young, david|^young, d$|young, dave","YOUNG, David",VA,Denial of procedure through Choice,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,David,D,Dave,NA,NA,YOUNG,MH11421521,21521,200,(IA-03),iowa,IA,House,021521.jpg,david-young,3,Republican Party,-0.038,0.442,0.8799011552008048,251,404error,David YOUNG,404error,Dave YOUNG,404error,404error,404error,404error,"YOUNG, David",404error,404error,404error,"^YOUNG, D$","^YOUNG, D$","YOUNG, Dave",404error,NA,1
NA,31237,2016-04-12,2016,114,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Denial of procedure through Choice,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11414066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.8492065603662585,251,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,31277,2016-04-14,2016,114,"Rogers, M.","mike rogers|mike dennis rogers|mike d rogers|michael rogers|michael dennis rogers|michael d rogers|rogers, mike|^rogers, m$|rogers, michael|m d rogers","ROGERS, Mike Dennis",VA,VHA employment issues,1,NA,1,NA,NA,NA,Multiple Rogers' FOIA,NA,Mike,M,Michael,Dennis,D,ROGERS,MH11420301,20301,200,(AL-03),alabama,AL,House,020301.jpg,mike-dennis-rogers,3,Republican Party,0.457,0.352,0.8839376217739167,251,404error,Mike ROGERS,404error,Michael ROGERS,Mike Dennis ROGERS,Mike D ROGERS,Michael Dennis ROGERS,Michael D ROGERS,"ROGERS, Mike",404error,404error,M D ROGERS,"^ROGERS, M$","^ROGERS, M$","ROGERS, Michael",404error,NA,1
NA,31371,2016-04-22,2016,114,"Young, D.","david young|dave young|young, david|^young, d$|young, dave","YOUNG, David",VA,Non-VA emergency care billing,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,David,D,Dave,NA,NA,YOUNG,MH11421521,21521,200,(IA-03),iowa,IA,House,021521.jpg,david-young,3,Republican Party,-0.038,0.442,0.8799011552008048,251,404error,David YOUNG,404error,Dave YOUNG,404error,404error,404error,404error,"YOUNG, David",404error,404error,404error,"^YOUNG, D$","^YOUNG, D$","YOUNG, Dave",404error,NA,1
NA,31372,2016-04-22,2016,114,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Non-VA emergency care billing,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11414066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.8492065603662585,251,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,31430,2016-04-27,2016,114,"Young, D.","david young|dave young|young, david|^young, d$|young, dave","YOUNG, David",VA,Denial of payment for medical bills,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,David,D,Dave,NA,NA,YOUNG,MH11421521,21521,200,(IA-03),iowa,IA,House,021521.jpg,david-young,3,Republican Party,-0.038,0.442,0.8799011552008048,251,404error,David YOUNG,404error,Dave YOUNG,404error,404error,404error,404error,"YOUNG, David",404error,404error,404error,"^YOUNG, D$","^YOUNG, D$","YOUNG, Dave",404error,NA,1
NA,31431,2016-04-27,2016,114,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Denial of payment for medical bills,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11414066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.8492065603662585,251,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,31502,2016-05-03,2016,114,"Young, D.","david young|dave young|young, david|^young, d$|young, dave","YOUNG, David",VA,Dependency claim,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,David,D,Dave,NA,NA,YOUNG,MH11421521,21521,200,(IA-03),iowa,IA,House,021521.jpg,david-young,3,Republican Party,-0.038,0.442,0.8799011552008048,251,404error,David YOUNG,404error,Dave YOUNG,404error,404error,404error,404error,"YOUNG, David",404error,404error,404error,"^YOUNG, D$","^YOUNG, D$","YOUNG, Dave",404error,NA,1
NA,31503,2016-05-03,2016,114,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Dependency claim,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11414066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.8492065603662585,251,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,31564,2016-05-05,2016,114,"Young, D.","david young|dave young|young, david|^young, d$|young, dave","YOUNG, David",VA,Request for VAMC records,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,David,D,Dave,NA,NA,YOUNG,MH11421521,21521,200,(IA-03),iowa,IA,House,021521.jpg,david-young,3,Republican Party,-0.038,0.442,0.8799011552008048,251,404error,David YOUNG,404error,Dave YOUNG,404error,404error,404error,404error,"YOUNG, David",404error,404error,404error,"^YOUNG, D$","^YOUNG, D$","YOUNG, Dave",404error,NA,1
NA,31565,2016-05-05,2016,114,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Request for VAMC records,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11414066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.8492065603662585,251,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,31877,2016-05-31,2016,114,"Young, D.","david young|dave young|young, david|^young, d$|young, dave","YOUNG, David",VA,F/U-denial of procedure thru Choice,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,David,D,Dave,NA,NA,YOUNG,MH11421521,21521,200,(IA-03),iowa,IA,House,021521.jpg,david-young,3,Republican Party,-0.038,0.442,0.8799011552008048,251,404error,David YOUNG,404error,Dave YOUNG,404error,404error,404error,404error,"YOUNG, David",404error,404error,404error,"^YOUNG, D$","^YOUNG, D$","YOUNG, Dave",404error,NA,1
NA,31878,2016-05-31,2016,114,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,F/U-denial of procedure thru Choice,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11414066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.8492065603662585,251,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,31879,2016-05-31,2016,114,"Young, D.","david young|dave young|young, david|^young, d$|young, dave","YOUNG, David",VA,F/U-denial of bills,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,David,D,Dave,NA,NA,YOUNG,MH11421521,21521,200,(IA-03),iowa,IA,House,021521.jpg,david-young,3,Republican Party,-0.038,0.442,0.8799011552008048,251,404error,David YOUNG,404error,Dave YOUNG,404error,404error,404error,404error,"YOUNG, David",404error,404error,404error,"^YOUNG, D$","^YOUNG, D$","YOUNG, Dave",404error,NA,1
NA,31880,2016-05-31,2016,114,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,F/U-denial of bills,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11414066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.8492065603662585,251,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,31986,2016-06-07,2016,114,"Young, D.","david young|dave young|young, david|^young, d$|young, dave","YOUNG, David",VA,Claim for Veteran overseas,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,David,D,Dave,NA,NA,YOUNG,MH11421521,21521,200,(IA-03),iowa,IA,House,021521.jpg,david-young,3,Republican Party,-0.038,0.442,0.8799011552008048,251,404error,David YOUNG,404error,Dave YOUNG,404error,404error,404error,404error,"YOUNG, David",404error,404error,404error,"^YOUNG, D$","^YOUNG, D$","YOUNG, Dave",404error,NA,1
NA,31987,2016-06-07,2016,114,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Claim for Veteran overseas,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11414066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.8492065603662585,251,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,31990,2016-06-07,2016,114,"Young, D.","david young|dave young|young, david|^young, d$|young, dave","YOUNG, David",VA,Follow-up:  request for VAMC records,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,David,D,Dave,NA,NA,YOUNG,MH11421521,21521,200,(IA-03),iowa,IA,House,021521.jpg,david-young,3,Republican Party,-0.038,0.442,0.8799011552008048,251,404error,David YOUNG,404error,Dave YOUNG,404error,404error,404error,404error,"YOUNG, David",404error,404error,404error,"^YOUNG, D$","^YOUNG, D$","YOUNG, Dave",404error,NA,1
NA,31991,2016-06-07,2016,114,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Follow-up:  request for VAMC records,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11414066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.8492065603662585,251,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,32170,2016-06-17,2016,114,"Young, D.","david young|dave young|young, david|^young, d$|young, dave","YOUNG, David",VA,Medical billing/debt issues,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,David,D,Dave,NA,NA,YOUNG,MH11421521,21521,200,(IA-03),iowa,IA,House,021521.jpg,david-young,3,Republican Party,-0.038,0.442,0.8799011552008048,251,404error,David YOUNG,404error,Dave YOUNG,404error,404error,404error,404error,"YOUNG, David",404error,404error,404error,"^YOUNG, D$","^YOUNG, D$","YOUNG, Dave",404error,NA,1
